date,weekday,CO,O3,NO2,SO2,PM10,PM2.5,AQI,clean,acceptable,unhealthy_for_the_sensitive,unhealthy,very_unhealthy,hazardous
2017-06-30,Friday,46,83.0,77.0,8.0,58.0,76.0,83.0,,1.0,,,,
2017-07-01,Saturday,37,78.0,63.0,8.0,74.0,93.0,93.0,,1.0,,,,
2017-07-02,Sunday,31,70.0,61.0,9.0,86.0,104.0,104.0,,,1.0,,,
2017-07-03,Monday,34,58.0,65.0,9.0,61.0,84.0,84.0,,1.0,,,,
2017-07-04,Tuesday,38,59.0,78.0,9.0,63.0,86.0,86.0,,1.0,,,,
2017-07-05,Wednesday,43,82.0,82.0,9.0,72.0,94.0,94.0,,1.0,,,,
2017-07-06,Thursday,38,90.0,81.0,8.0,59.0,81.0,90.0,,1.0,,,,
2017-07-07,Friday,44,54.0,67.0,8.0,69.0,81.0,81.0,,1.0,,,,
2017-07-08,Saturday,33,52.0,59.0,6.0,68.0,82.0,82.0,,1.0,,,,
2017-07-09,Sunday,43,53.0,76.0,9.0,83.0,101.0,101.0,,,1.0,,,
2017-07-10,Monday,44,68.0,81.0,9.0,73.0,99.0,99.0,,1.0,,,,
2017-07-11,Tuesday,40,38.0,72.0,9.0,73.0,96.0,96.0,,1.0,,,,
2017-07-12,Wednesday,34,77.0,80.0,9.0,98.0,102.0,102.0,,,1.0,,,
2017-07-13,Thursday,25,52.0,59.0,7.0,76.0,89.0,89.0,,1.0,,,,
2017-07-14,Friday,23,64.0,49.0,8.0,49.0,79.0,79.0,,1.0,,,,
2017-07-15,Saturday,26,91.0,64.0,11.0,51.0,87.0,91.0,,1.0,,,,
2017-07-16,Sunday,30,94.0,72.0,9.0,53.0,80.0,94.0,,1.0,,,,
2017-07-17,Monday,30,86.0,66.0,13.0,53.0,75.0,86.0,,1.0,,,,
2017-07-18,Tuesday,30,94.0,69.0,11.0,54.0,73.0,94.0,,1.0,,,,
2017-07-19,Wednesday,30,83.0,73.0,10.0,55.0,71.0,83.0,,1.0,,,,
2017-07-20,Thursday,39,91.0,76.0,9.0,58.0,73.0,91.0,,1.0,,,,
2017-07-21,Friday,44,98.0,89.0,9.0,54.0,77.0,98.0,,1.0,,,,
2017-07-22,Saturday,42,113.0,84.0,11.0,55.0,79.0,113.0,,,1.0,,,
2017-07-23,Sunday,32,99.0,78.0,10.0,59.0,81.0,99.0,,1.0,,,,
2017-07-24,Monday,44,92.0,92.0,11.0,60.0,77.0,92.0,,1.0,,,,
2017-07-25,Tuesday,38,70.0,76.0,10.0,56.0,67.0,70.0,,1.0,,,,
2017-07-26,Wednesday,42,50.0,79.0,12.0,60.0,73.0,73.0,,1.0,,,,
2017-07-27,Thursday,38,48.0,79.0,8.0,65.0,77.0,77.0,,1.0,,,,
2017-07-28,Friday,44,56.0,79.0,9.0,63.0,79.0,79.0,,1.0,,,,
2017-07-29,Saturday,37,61.0,79.0,10.0,59.0,74.0,74.0,,1.0,,,,
2017-07-30,Sunday,37,76.0,86.0,12.0,66.0,81.0,81.0,,1.0,,,,
2017-07-31,Monday,32,78.0,82.0,12.0,71.0,84.0,84.0,,1.0,,,,
2017-08-01,Tuesday,29,108.0,66.0,12.0,61.0,77.0,108.0,,,1.0,,,
2017-08-02,Wednesday,30,94.0,76.0,10.0,59.0,71.0,94.0,,1.0,,,,
2017-08-03,Thursday,34,114.0,78.0,12.0,66.0,87.0,114.0,,,1.0,,,
2017-08-04,Friday,35,99.0,72.0,9.0,65.0,86.0,99.0,,1.0,,,,
2017-08-05,Saturday,38,85.0,72.0,10.0,61.0,75.0,85.0,,1.0,,,,
2017-08-06,Sunday,41,85.0,81.0,10.0,63.0,78.0,85.0,,1.0,,,,
2017-08-07,Monday,38,88.0,85.0,12.0,67.0,88.0,88.0,,1.0,,,,
2017-08-08,Tuesday,43,77.0,79.0,12.0,69.0,89.0,89.0,,1.0,,,,
2017-08-09,Wednesday,42,75.0,85.0,11.0,67.0,80.0,80.0,,1.0,,,,
2017-08-10,Thursday,36,105.0,87.0,9.0,72.0,88.0,105.0,,,1.0,,,
2017-08-11,Friday,22,71.0,54.0,8.0,69.0,78.0,78.0,,1.0,,,,
2017-08-12,Saturday,37,88.0,69.0,11.0,61.0,79.0,88.0,,1.0,,,,
2017-08-13,Sunday,30,56.0,69.0,11.0,63.0,82.0,82.0,,1.0,,,,
2017-08-14,Monday,50,88.0,93.0,14.0,76.0,101.0,101.0,,,1.0,,,
2017-08-15,Tuesday,48,65.0,87.0,16.0,73.0,98.0,98.0,,1.0,,,,
2017-08-16,Wednesday,49,62.0,83.0,15.0,73.0,93.0,93.0,,1.0,,,,
2017-08-17,Thursday,46,66.0,77.0,12.0,73.0,93.0,93.0,,1.0,,,,
2017-08-18,Friday,26,55.0,67.0,13.0,88.0,98.0,98.0,,1.0,,,,
2017-08-19,Saturday,44,62.0,75.0,15.0,78.0,109.0,109.0,,,1.0,,,
2017-08-20,Sunday,35,50.0,68.0,17.0,71.0,94.0,94.0,,1.0,,,,
2017-08-21,Monday,30,49.0,66.0,11.0,63.0,79.0,79.0,,1.0,,,,
2017-08-22,Tuesday,43,68.0,73.0,13.0,65.0,80.0,80.0,,1.0,,,,
2017-08-23,Wednesday,45,67.0,69.0,12.0,60.0,77.0,77.0,,1.0,,,,
2017-08-24,Thursday,57,62.0,87.0,11.0,67.0,81.0,81.0,,1.0,,,,
2017-08-25,Friday,42,86.0,78.0,13.0,66.0,92.0,92.0,,1.0,,,,
2017-08-26,Saturday,38,88.0,72.0,14.0,71.0,94.0,94.0,,1.0,,,,
2017-08-27,Sunday,41,62.0,68.0,13.0,64.0,82.0,82.0,,1.0,,,,
2017-08-28,Monday,38,52.0,64.0,12.0,62.0,80.0,80.0,,1.0,,,,
2017-08-29,Tuesday,40,47.0,64.0,13.0,61.0,76.0,76.0,,1.0,,,,
2017-08-30,Wednesday,45,54.0,72.0,13.0,65.0,82.0,82.0,,1.0,,,,
2017-08-31,Thursday,49,87.0,82.0,15.0,70.0,95.0,95.0,,1.0,,,,
2017-09-01,Friday,54,114.0,92.0,13.0,73.0,92.0,114.0,,,1.0,,,
2017-09-02,Saturday,44,81.0,79.0,14.0,62.0,82.0,82.0,,1.0,,,,
2017-09-03,Sunday,45,62.0,83.0,14.0,69.0,85.0,85.0,,1.0,,,,
2017-09-04,Monday,42,49.0,71.0,15.0,66.0,79.0,79.0,,1.0,,,,
2017-09-05,Tuesday,54,39.0,66.0,14.0,67.0,82.0,82.0,,1.0,,,,
2017-09-06,Wednesday,39,47.0,77.0,14.0,65.0,79.0,79.0,,1.0,,,,
2017-09-07,Thursday,43,51.0,74.0,15.0,68.0,84.0,84.0,,1.0,,,,
2017-09-08,Friday,37,59.0,73.0,13.0,75.0,94.0,94.0,,1.0,,,,
2017-09-09,Saturday,36,72.0,64.0,12.0,79.0,97.0,97.0,,1.0,,,,
2017-09-10,Sunday,41,62.0,77.0,14.0,81.0,98.0,98.0,,1.0,,,,
2017-09-11,Monday,37,52.0,71.0,15.0,83.0,94.0,94.0,,1.0,,,,
2017-09-12,Tuesday,35,36.0,67.0,16.0,74.0,88.0,88.0,,1.0,,,,
2017-09-13,Wednesday,45,49.0,76.0,16.0,83.0,98.0,98.0,,1.0,,,,
2017-09-14,Thursday,39,55.0,85.0,12.0,77.0,87.0,87.0,,1.0,,,,
2017-09-15,Friday,36,76.0,92.0,11.0,69.0,86.0,86.0,,1.0,,,,
2017-09-16,Saturday,42,59.0,69.0,14.0,64.0,81.0,81.0,,1.0,,,,
2017-09-17,Sunday,37,67.0,88.0,16.0,68.0,91.0,91.0,,1.0,,,,
2017-09-18,Monday,33,51.0,73.0,17.0,70.0,84.0,84.0,,1.0,,,,
2017-09-19,Tuesday,38,50.0,74.0,17.0,72.0,85.0,85.0,,1.0,,,,
2017-09-20,Wednesday,39,58.0,85.0,18.0,67.0,83.0,83.0,,1.0,,,,
2017-09-21,Thursday,43,70.0,86.0,18.0,68.0,84.0,84.0,,1.0,,,,
2017-09-22,Friday,49,59.0,82.0,18.0,67.0,85.0,85.0,,1.0,,,,
2017-09-23,Saturday,50,56.0,85.0,19.0,68.0,86.0,86.0,,1.0,,,,
2017-09-24,Sunday,49,46.0,78.0,20.0,71.0,88.0,88.0,,1.0,,,,
2017-09-25,Monday,51,36.0,68.0,18.0,63.0,74.0,74.0,,1.0,,,,
2017-09-26,Tuesday,46,37.0,69.0,18.0,74.0,89.0,89.0,,1.0,,,,
2017-09-27,Wednesday,43,44.0,72.0,18.0,75.0,99.0,99.0,,1.0,,,,
2017-09-28,Thursday,44,37.0,78.0,17.0,75.0,91.0,91.0,,1.0,,,,
2017-09-29,Friday,29,32.0,54.0,12.0,89.0,79.0,89.0,,1.0,,,,
2017-09-30,Saturday,31,43.0,57.0,13.0,67.0,63.0,67.0,,1.0,,,,
2017-10-01,Sunday,29,38.0,47.0,13.0,47.0,49.0,49.0,1.0,,,,,
2017-10-02,Monday,46,46.0,70.0,14.0,71.0,83.0,83.0,,1.0,,,,
2017-10-03,Tuesday,38,33.0,66.0,15.0,66.0,70.0,70.0,,1.0,,,,
2017-10-04,Wednesday,28,32.0,61.0,15.0,79.0,71.0,79.0,,1.0,,,,
2017-10-05,Thursday,28,19.0,53.0,14.0,46.0,70.0,70.0,,1.0,,,,
2017-10-06,Friday,37,22.0,52.0,13.0,54.0,83.0,83.0,,1.0,,,,
2017-10-07,Saturday,38,42.0,64.0,15.0,66.0,91.0,91.0,,1.0,,,,
2017-10-08,Sunday,33,47.0,72.0,16.0,68.0,85.0,85.0,,1.0,,,,
2017-10-09,Monday,46,37.0,71.0,17.0,69.0,80.0,80.0,,1.0,,,,
2017-10-10,Tuesday,50,43.0,81.0,18.0,75.0,97.0,97.0,,1.0,,,,
2017-10-11,Wednesday,41,35.0,68.0,15.0,67.0,82.0,82.0,,1.0,,,,
2017-10-12,Thursday,41,40.0,68.0,16.0,66.0,79.0,79.0,,1.0,,,,
2017-10-13,Friday,44,40.0,74.0,15.0,68.0,92.0,92.0,,1.0,,,,
2017-10-14,Saturday,32,38.0,54.0,13.0,51.0,54.0,54.0,,1.0,,,,
2017-10-15,Sunday,42,37.0,71.0,14.0,73.0,87.0,87.0,,1.0,,,,
2017-10-16,Monday,36,33.0,71.0,13.0,70.0,87.0,87.0,,1.0,,,,
2017-10-17,Tuesday,45,36.0,71.0,15.0,70.0,81.0,81.0,,1.0,,,,
2017-10-18,Wednesday,28,27.0,51.0,16.0,80.0,70.0,80.0,,1.0,,,,
2017-10-19,Thursday,38,25.0,61.0,17.0,77.0,87.0,87.0,,1.0,,,,
2017-10-20,Friday,43,25.0,62.0,15.0,59.0,77.0,77.0,,1.0,,,,
2017-10-21,Saturday,47,33.0,75.0,15.0,56.0,80.0,80.0,,1.0,,,,
2017-10-22,Sunday,49,36.0,76.0,18.0,63.0,88.0,88.0,,1.0,,,,
2017-10-23,Monday,55,37.0,81.0,20.0,74.0,106.0,106.0,,,1.0,,,
2017-10-24,Tuesday,44,29.0,78.0,16.0,73.0,97.0,97.0,,1.0,,,,
2017-10-25,Wednesday,55,37.0,80.0,18.0,77.0,102.0,102.0,,,1.0,,,
2017-10-26,Thursday,57,32.0,85.0,20.0,91.0,114.0,114.0,,,1.0,,,
2017-10-27,Friday,60,41.0,85.0,20.0,86.0,121.0,121.0,,,1.0,,,
2017-10-28,Saturday,59,41.0,72.0,17.0,89.0,117.0,117.0,,,1.0,,,
2017-10-29,Sunday,57,31.0,73.0,16.0,86.0,120.0,120.0,,,1.0,,,
2017-10-30,Monday,60,29.0,70.0,17.0,90.0,123.0,123.0,,,1.0,,,
2017-10-31,Tuesday,46,26.0,75.0,18.0,86.0,115.0,115.0,,,1.0,,,
2017-11-01,Wednesday,64,31.0,81.0,17.0,98.0,112.0,112.0,,,1.0,,,
2017-11-02,Thursday,60,25.0,62.0,15.0,98.0,110.0,110.0,,,1.0,,,
2017-11-03,Friday,32,23.0,48.0,12.0,151.0,151.0,151.0,,,,1.0,,
2017-11-04,Saturday,35,22.0,61.0,14.0,117.0,130.0,130.0,,,1.0,,,
2017-11-05,Sunday,32,23.0,66.0,13.0,97.0,113.0,113.0,,,1.0,,,
2017-11-06,Monday,42,24.0,73.0,15.0,88.0,117.0,117.0,,,1.0,,,
2017-11-07,Tuesday,52,32.0,81.0,16.0,93.0,126.0,126.0,,,1.0,,,
2017-11-08,Wednesday,50,32.0,78.0,14.0,81.0,115.0,115.0,,,1.0,,,
2017-11-09,Thursday,49,40.0,76.0,14.0,85.0,110.0,110.0,,,1.0,,,
2017-11-10,Friday,42,31.0,56.0,13.0,69.0,92.0,92.0,,1.0,,,,
2017-11-11,Saturday,34,28.0,61.0,11.0,65.0,80.0,80.0,,1.0,,,,
2017-11-12,Sunday,45,20.0,63.0,14.0,76.0,97.0,97.0,,1.0,,,,
2017-11-13,Monday,33,25.0,62.0,11.0,64.0,85.0,85.0,,1.0,,,,
2017-11-14,Tuesday,38,27.0,77.0,14.0,67.0,99.0,99.0,,1.0,,,,
2017-11-15,Wednesday,42,29.0,74.0,14.0,73.0,111.0,111.0,,,1.0,,,
2017-11-16,Thursday,38,35.0,67.0,14.0,74.0,113.0,113.0,,,1.0,,,
2017-11-17,Friday,38,29.0,70.0,12.0,67.0,105.0,105.0,,,1.0,,,
2017-11-18,Saturday,41,35.0,75.0,14.0,61.0,101.0,101.0,,,1.0,,,
2017-11-19,Sunday,40,29.0,73.0,16.0,66.0,104.0,104.0,,,1.0,,,
2017-11-20,Monday,53,28.0,92.0,16.0,71.0,112.0,112.0,,,1.0,,,
2017-11-21,Tuesday,40,22.0,87.0,19.0,83.0,123.0,123.0,,,1.0,,,
2017-11-22,Wednesday,27,26.0,57.0,13.0,56.0,78.0,78.0,,1.0,,,,
2017-11-23,Thursday,33,25.0,53.0,12.0,52.0,84.0,84.0,,1.0,,,,
2017-11-24,Friday,24,23.0,42.0,10.0,36.0,49.0,49.0,1.0,,,,,
2017-11-25,Saturday,21,26.0,38.0,8.0,27.0,37.0,37.0,1.0,,,,,
2017-11-26,Sunday,28,23.0,50.0,11.0,51.0,60.0,60.0,,1.0,,,,
2017-11-27,Monday,35,18.0,63.0,13.0,61.0,81.0,81.0,,1.0,,,,
2017-11-28,Tuesday,43,18.0,82.0,16.0,70.0,104.0,104.0,,,1.0,,,
2017-11-29,Wednesday,39,15.0,72.0,17.0,64.0,97.0,97.0,,1.0,,,,
2017-11-30,Thursday,50,16.0,88.0,20.0,75.0,120.0,120.0,,,1.0,,,
2017-12-01,Friday,46,16.0,76.0,17.0,70.0,111.0,111.0,,,1.0,,,
2017-12-02,Saturday,34,17.0,62.0,15.0,55.0,90.0,90.0,,1.0,,,,
2017-12-03,Sunday,37,23.0,63.0,14.0,63.0,101.0,101.0,,,1.0,,,
2017-12-04,Monday,43,13.0,79.0,15.0,70.0,118.0,118.0,,,1.0,,,
2017-12-05,Tuesday,43,15.0,89.0,16.0,83.0,141.0,141.0,,,1.0,,,
2017-12-06,Wednesday,37,15.0,86.0,19.0,90.0,144.0,144.0,,,1.0,,,
2017-12-07,Thursday,41,9.0,82.0,18.0,79.0,123.0,123.0,,,1.0,,,
2017-12-08,Friday,30,19.0,58.0,16.0,57.0,77.0,77.0,,1.0,,,,
2017-12-09,Saturday,41,18.0,69.0,12.0,40.0,67.0,67.0,,1.0,,,,
2017-12-10,Sunday,44,13.0,79.0,16.0,64.0,114.0,114.0,,,1.0,,,
2017-12-11,Monday,45,14.0,85.0,19.0,74.0,122.0,122.0,,,1.0,,,
2017-12-12,Tuesday,41,14.0,85.0,16.0,65.0,101.0,101.0,,,1.0,,,
2017-12-13,Wednesday,44,14.0,76.0,16.0,60.0,95.0,95.0,,1.0,,,,
2017-12-14,Thursday,39,15.0,75.0,21.0,66.0,112.0,112.0,,,1.0,,,
2017-12-15,Friday,40,18.0,65.0,18.0,68.0,113.0,113.0,,,1.0,,,
2017-12-16,Saturday,47,20.0,82.0,17.0,67.0,112.0,112.0,,,1.0,,,
2017-12-17,Sunday,52,14.0,95.0,23.0,87.0,145.0,145.0,,,1.0,,,
2017-12-18,Monday,55,10.0,98.0,19.0,89.0,146.0,146.0,,,1.0,,,
2017-12-19,Tuesday,52,14.0,99.0,21.0,92.0,151.0,151.0,,,,1.0,,
2017-12-20,Wednesday,56,13.0,106.0,23.0,105.0,158.0,158.0,,,,1.0,,
2017-12-21,Thursday,81,10.0,103.0,27.0,120.0,172.0,172.0,,,,1.0,,
2017-12-22,Friday,37,16.0,101.0,15.0,64.0,115.0,115.0,,,1.0,,,
2017-12-23,Saturday,45,26.0,66.0,14.0,55.0,99.0,99.0,,1.0,,,,
2017-12-24,Sunday,51,14.0,82.0,19.0,67.0,105.0,105.0,,,1.0,,,
2017-12-25,Monday,66,17.0,93.0,22.0,79.0,115.0,115.0,,,1.0,,,
2017-12-26,Tuesday,27,25.0,70.0,11.0,54.0,72.0,72.0,,1.0,,,,
2017-12-27,Wednesday,29,15.0,58.0,13.0,66.0,93.0,93.0,,1.0,,,,
2017-12-28,Thursday,34,16.0,63.0,11.0,66.0,87.0,87.0,,1.0,,,,
2017-12-29,Friday,39,13.0,76.0,15.0,71.0,105.0,105.0,,,1.0,,,
2017-12-30,Saturday,47,17.0,83.0,15.0,73.0,115.0,115.0,,,1.0,,,
2017-12-31,Sunday,49,12.0,100.0,20.0,94.0,141.0,141.0,,,1.0,,,
2018-01-01,Monday,46,13.0,98.0,20.0,98.0,152.0,152.0,,,,1.0,,
2018-01-02,Tuesday,35,20.0,74.0,19.0,79.0,128.0,128.0,,,1.0,,,
2018-01-03,Wednesday,27,22.0,50.0,12.0,46.0,65.0,65.0,,1.0,,,,
2018-01-04,Thursday,34,17.0,71.0,13.0,54.0,79.0,79.0,,1.0,,,,
2018-01-05,Friday,42,13.0,76.0,16.0,76.0,129.0,129.0,,,1.0,,,
2018-01-06,Saturday,40,21.0,72.0,14.0,67.0,119.0,119.0,,,1.0,,,
2018-01-07,Sunday,41,9.0,73.0,10.0,56.0,107.0,107.0,,,1.0,,,
2018-01-08,Monday,39,17.0,69.0,13.0,48.0,86.0,86.0,,1.0,,,,
2018-01-09,Tuesday,38,16.0,72.0,15.0,61.0,107.0,107.0,,,1.0,,,
2018-01-10,Wednesday,41,13.0,78.0,16.0,60.0,109.0,109.0,,,1.0,,,
2018-01-11,Thursday,36,14.0,75.0,20.0,72.0,131.0,131.0,,,1.0,,,
2018-01-12,Friday,41,19.0,82.0,21.0,71.0,131.0,131.0,,,1.0,,,
2018-01-13,Saturday,59,20.0,92.0,19.0,74.0,132.0,132.0,,,1.0,,,
2018-01-14,Sunday,36,23.0,71.0,14.0,55.0,73.0,73.0,,1.0,,,,
2018-01-15,Monday,41,15.0,81.0,18.0,63.0,101.0,101.0,,,1.0,,,
2018-01-16,Tuesday,28,27.0,55.0,13.0,55.0,68.0,68.0,,1.0,,,,
2018-01-17,Wednesday,26,16.0,49.0,15.0,56.0,90.0,90.0,,1.0,,,,
2018-01-18,Thursday,28,18.0,54.0,17.0,58.0,104.0,104.0,,,1.0,,,
2018-01-19,Friday,39,23.0,64.0,16.0,59.0,100.0,100.0,,1.0,,,,
2018-01-20,Saturday,31,26.0,61.0,18.0,58.0,90.0,90.0,,1.0,,,,
2018-01-21,Sunday,38,22.0,69.0,12.0,54.0,83.0,83.0,,1.0,,,,
2018-01-22,Monday,44,18.0,88.0,15.0,68.0,110.0,110.0,,,1.0,,,
2018-01-23,Tuesday,45,11.0,85.0,25.0,86.0,138.0,138.0,,,1.0,,,
2018-01-24,Wednesday,33,19.0,76.0,16.0,76.0,113.0,113.0,,,1.0,,,
2018-01-25,Thursday,41,25.0,66.0,14.0,76.0,104.0,104.0,,,1.0,,,
2018-01-26,Friday,33,32.0,58.0,16.0,75.0,103.0,103.0,,,1.0,,,
2018-01-27,Saturday,30,26.0,51.0,12.0,60.0,81.0,81.0,,1.0,,,,
2018-01-28,Sunday,32,12.0,48.0,13.0,30.0,56.0,56.0,,1.0,,,,
2018-01-29,Monday,30,11.0,50.0,18.0,23.0,52.0,52.0,,1.0,,,,
2018-01-30,Tuesday,36,19.0,66.0,15.0,56.0,114.0,114.0,,,1.0,,,
2018-01-31,Wednesday,33,21.0,65.0,18.0,66.0,136.0,136.0,,,1.0,,,
2018-02-01,Thursday,47,21.0,93.0,18.0,83.0,145.0,145.0,,,1.0,,,
2018-02-02,Friday,40,20.0,89.0,18.0,78.0,139.0,139.0,,,1.0,,,
2018-02-03,Saturday,44,25.0,84.0,18.0,72.0,122.0,122.0,,,1.0,,,
2018-02-04,Sunday,48,23.0,93.0,22.0,94.0,144.0,144.0,,,1.0,,,
2018-02-05,Monday,50,18.0,97.0,20.0,107.0,158.0,158.0,,,,1.0,,
2018-02-06,Tuesday,57,14.0,100.0,23.0,127.0,177.0,177.0,,,,1.0,,
2018-02-07,Wednesday,50,23.0,95.0,23.0,125.0,175.0,175.0,,,,1.0,,
2018-02-08,Thursday,28,27.0,82.0,17.0,73.0,115.0,115.0,,,1.0,,,
2018-02-09,Friday,28,22.0,58.0,13.0,65.0,108.0,108.0,,,1.0,,,
2018-02-10,Saturday,28,28.0,55.0,14.0,67.0,114.0,114.0,,,1.0,,,
2018-02-11,Sunday,29,27.0,60.0,14.0,68.0,109.0,109.0,,,1.0,,,
2018-02-12,Monday,40,34.0,65.0,14.0,71.0,112.0,112.0,,,1.0,,,
2018-02-13,Tuesday,45,11.0,78.0,15.0,68.0,115.0,115.0,,,1.0,,,
2018-02-14,Wednesday,33,20.0,57.0,12.0,51.0,87.0,87.0,,1.0,,,,
2018-02-15,Thursday,28,27.0,58.0,12.0,38.0,46.0,46.0,1.0,,,,,
2018-02-16,Friday,40,19.0,69.0,15.0,75.0,104.0,104.0,,,1.0,,,
2018-02-17,Saturday,26,18.0,49.0,12.0,46.0,69.0,69.0,,1.0,,,,
2018-02-18,Sunday,52,8.0,68.0,15.0,69.0,114.0,114.0,,,1.0,,,
2018-02-19,Monday,40,18.0,67.0,11.0,59.0,80.0,80.0,,1.0,,,,
2018-02-20,Tuesday,33,24.0,52.0,11.0,53.0,73.0,73.0,,1.0,,,,
2018-02-21,Wednesday,34,30.0,63.0,12.0,51.0,80.0,80.0,,1.0,,,,
2018-02-22,Thursday,41,19.0,67.0,11.0,64.0,102.0,102.0,,,1.0,,,
2018-02-23,Friday,26,26.0,54.0,10.0,43.0,79.0,79.0,,1.0,,,,
2018-02-24,Saturday,31,28.0,47.0,13.0,41.0,65.0,65.0,,1.0,,,,
2018-02-25,Sunday,27,20.0,47.0,11.0,23.0,39.0,39.0,1.0,,,,,
2018-02-26,Monday,30,20.0,51.0,13.0,46.0,65.0,65.0,,1.0,,,,
2018-02-27,Tuesday,31,25.0,51.0,13.0,45.0,58.0,58.0,,1.0,,,,
2018-02-28,Wednesday,38,18.0,64.0,14.0,58.0,90.0,90.0,,1.0,,,,
2018-03-01,Thursday,33,29.0,67.0,10.0,56.0,82.0,82.0,,1.0,,,,
2018-03-02,Friday,32,30.0,50.0,10.0,42.0,66.0,66.0,,1.0,,,,
2018-03-03,Saturday,27,35.0,49.0,12.0,44.0,63.0,63.0,,1.0,,,,
2018-03-04,Sunday,29,30.0,50.0,13.0,57.0,67.0,67.0,,1.0,,,,
2018-03-05,Monday,30,26.0,52.0,12.0,64.0,82.0,82.0,,1.0,,,,
2018-03-06,Tuesday,38,29.0,55.0,14.0,67.0,90.0,90.0,,1.0,,,,
2018-03-07,Wednesday,25,27.0,45.0,12.0,56.0,72.0,72.0,,1.0,,,,
2018-03-08,Thursday,43,29.0,61.0,13.0,80.0,111.0,111.0,,,1.0,,,
2018-03-09,Friday,36,31.0,56.0,13.0,73.0,96.0,96.0,,1.0,,,,
2018-03-10,Saturday,26,33.0,43.0,11.0,76.0,88.0,88.0,,1.0,,,,
2018-03-11,Sunday,35,34.0,57.0,13.0,74.0,86.0,86.0,,1.0,,,,
2018-03-12,Monday,30,29.0,57.0,15.0,91.0,114.0,114.0,,,1.0,,,
2018-03-13,Tuesday,28,36.0,51.0,11.0,53.0,59.0,59.0,,1.0,,,,
2018-03-14,Wednesday,36,31.0,57.0,16.0,77.0,143.0,143.0,,,1.0,,,
2018-03-15,Thursday,41,33.0,70.0,15.0,61.0,97.0,97.0,,1.0,,,,
2018-03-16,Friday,43,30.0,54.0,14.0,66.0,87.0,87.0,,1.0,,,,
2018-03-17,Saturday,27,37.0,44.0,11.0,53.0,62.0,62.0,,1.0,,,,
2018-03-18,Sunday,30,30.0,47.0,11.0,43.0,62.0,62.0,,1.0,,,,
2018-03-19,Monday,34,36.0,69.0,14.0,49.0,73.0,73.0,,1.0,,,,
2018-03-20,Tuesday,54,41.0,75.0,18.0,56.0,98.0,98.0,,1.0,,,,
2018-03-21,Wednesday,40,64.0,71.0,14.0,46.0,83.0,83.0,,1.0,,,,
2018-03-22,Thursday,29,37.0,48.0,11.0,62.0,73.0,73.0,,1.0,,,,
2018-03-23,Friday,34,45.0,51.0,12.0,31.0,45.0,45.0,1.0,,,,,
2018-03-24,Saturday,33,37.0,52.0,12.0,77.0,103.0,103.0,,,1.0,,,
2018-03-25,Sunday,33,39.0,49.0,12.0,93.0,131.0,131.0,,,1.0,,,
2018-03-26,Monday,30,36.0,51.0,11.0,64.0,92.0,92.0,,1.0,,,,
2018-03-27,Tuesday,26,42.0,42.0,10.0,60.0,85.0,85.0,,1.0,,,,
2018-03-28,Wednesday,42,39.0,62.0,13.0,62.0,87.0,87.0,,1.0,,,,
2018-03-29,Thursday,30,36.0,49.0,13.0,81.0,115.0,115.0,,,1.0,,,
2018-03-30,Friday,39,41.0,51.0,16.0,66.0,104.0,104.0,,,1.0,,,
2018-03-31,Saturday,20,34.0,34.0,9.0,77.0,109.0,109.0,,,1.0,,,
2018-04-01,Sunday,26,43.0,45.0,11.0,45.0,56.0,56.0,,1.0,,,,
2018-04-02,Monday,30,45.0,53.0,14.0,66.0,83.0,83.0,,1.0,,,,
2018-04-03,Tuesday,34,54.0,61.0,13.0,60.0,85.0,85.0,,1.0,,,,
2018-04-04,Wednesday,32,39.0,57.0,12.0,39.0,53.0,53.0,,1.0,,,,
2018-04-05,Thursday,22,42.0,40.0,13.0,41.0,49.0,49.0,1.0,,,,,
2018-04-06,Friday,25,42.0,49.0,17.0,49.0,71.0,71.0,,1.0,,,,
2018-04-07,Saturday,21,55.0,42.0,15.0,49.0,67.0,67.0,,1.0,,,,
2018-04-08,Sunday,29,16.0,59.0,12.0,41.0,74.0,74.0,,1.0,,,,
2018-04-09,Monday,26,43.0,54.0,17.0,46.0,79.0,79.0,,1.0,,,,
2018-04-10,Tuesday,23,47.0,48.0,15.0,41.0,71.0,71.0,,1.0,,,,
2018-04-11,Wednesday,20,40.0,47.0,12.0,33.0,44.0,44.0,1.0,,,,,
2018-04-12,Thursday,35,39.0,59.0,13.0,51.0,67.0,67.0,,1.0,,,,
2018-04-13,Friday,27,31.0,62.0,13.0,58.0,78.0,78.0,,1.0,,,,
2018-04-14,Saturday,21,46.0,47.0,11.0,48.0,61.0,61.0,,1.0,,,,
2018-04-15,Sunday,21,44.0,47.0,10.0,32.0,51.0,51.0,,1.0,,,,
2018-04-16,Monday,24,23.0,44.0,10.0,33.0,59.0,59.0,,1.0,,,,
2018-04-17,Tuesday,26,18.0,53.0,9.0,35.0,61.0,61.0,,1.0,,,,
2018-04-18,Wednesday,24,33.0,56.0,12.0,52.0,107.0,107.0,,,1.0,,,
2018-04-19,Thursday,33,43.0,61.0,13.0,48.0,91.0,91.0,,1.0,,,,
2018-04-20,Friday,37,45.0,71.0,12.0,55.0,97.0,97.0,,1.0,,,,
2018-04-21,Saturday,36,51.0,68.0,12.0,52.0,75.0,75.0,,1.0,,,,
