date,weekday,CO,O3,NO2,SO2,PM10,PM2.5,AQI,clean,acceptable,unhealthy_for_the_sensitive,unhealthy,very_unhealthy,hazardous
2019-02-12,Tuesday,27,18.0,61.0,11.0,26.0,47.0,47.0,1.0,,,,,
2019-02-13,Wednesday,30,22.0,73.0,14.0,43.0,54.0,54.0,,1.0,,,,
2019-02-14,Thursday,33,26.0,77.0,12.0,60.0,87.0,87.0,,1.0,,,,
2019-02-15,Friday,33,28.0,75.0,19.0,63.0,116.0,116.0,,,1.0,,,
2019-02-16,Saturday,21,33.0,63.0,7.0,45.0,64.0,64.0,,1.0,,,,
2019-02-17,Sunday,21,32.0,54.0,10.0,27.0,33.0,33.0,1.0,,,,,
2019-02-18,Monday,25,30.0,70.0,12.0,34.0,45.0,45.0,1.0,,,,,
2019-02-19,Tuesday,22,29.0,58.0,12.0,38.0,54.0,54.0,,1.0,,,,
2019-02-20,Wednesday,25,25.0,64.0,13.0,44.0,61.0,61.0,,1.0,,,,
2019-02-21,Thursday,26,27.0,70.0,14.0,55.0,80.0,80.0,,1.0,,,,
2019-02-22,Friday,26,29.0,67.0,15.0,52.0,73.0,73.0,,1.0,,,,
2019-02-23,Saturday,32,34.0,73.0,12.0,44.0,64.0,64.0,,1.0,,,,
2019-02-24,Sunday,28,30.0,71.0,12.0,44.0,61.0,61.0,,1.0,,,,
2019-02-25,Monday,20,32.0,61.0,14.0,49.0,76.0,76.0,,1.0,,,,
2019-02-26,Tuesday,28,27.0,67.0,18.0,54.0,90.0,90.0,,1.0,,,,
2019-02-27,Wednesday,32,31.0,65.0,15.0,57.0,71.0,71.0,,1.0,,,,
2019-02-28,Thursday,28,26.0,60.0,12.0,52.0,77.0,77.0,,1.0,,,,
2019-03-01,Friday,25,31.0,58.0,10.0,35.0,47.0,47.0,1.0,,,,,
2019-03-02,Saturday,22,27.0,58.0,12.0,37.0,49.0,49.0,1.0,,,,,
2019-03-03,Sunday,24,25.0,64.0,14.0,39.0,56.0,56.0,,1.0,,,,
2019-03-04,Monday,29,23.0,70.0,15.0,49.0,67.0,67.0,,1.0,,,,
2019-03-05,Tuesday,23,34.0,65.0,14.0,43.0,58.0,58.0,,1.0,,,,
2019-03-06,Wednesday,29,31.0,75.0,16.0,52.0,73.0,73.0,,1.0,,,,
2019-03-07,Thursday,26,36.0,71.0,16.0,51.0,68.0,68.0,,1.0,,,,
2019-03-08,Friday,21,36.0,64.0,13.0,41.0,60.0,60.0,,1.0,,,,
2019-03-09,Saturday,19,38.0,48.0,11.0,32.0,37.0,38.0,1.0,,,,,
2019-03-10,Sunday,25,27.0,69.0,16.0,54.0,83.0,83.0,,1.0,,,,
2019-03-11,Monday,27,35.0,80.0,21.0,59.0,91.0,91.0,,1.0,,,,
2019-03-12,Tuesday,33,34.0,88.0,16.0,61.0,93.0,93.0,,1.0,,,,
2019-03-13,Wednesday,29,40.0,85.0,17.0,55.0,82.0,82.0,,1.0,,,,
2019-03-14,Thursday,39,36.0,92.0,18.0,61.0,79.0,79.0,,1.0,,,,
2019-03-15,Friday,18,36.0,67.0,12.0,51.0,57.0,57.0,,1.0,,,,
2019-03-16,Saturday,30,36.0,72.0,12.0,44.0,58.0,58.0,,1.0,,,,
2019-03-17,Sunday,35,33.0,71.0,13.0,68.0,81.0,81.0,,1.0,,,,
2019-03-18,Monday,21,32.0,59.0,15.0,38.0,54.0,54.0,,1.0,,,,
2019-03-19,Tuesday,28,31.0,70.0,13.0,36.0,51.0,51.0,,1.0,,,,
2019-03-20,Wednesday,23,36.0,63.0,12.0,55.0,98.0,98.0,,1.0,,,,
2019-03-21,Thursday,21,32.0,52.0,12.0,27.0,45.0,45.0,1.0,,,,,
2019-03-22,Friday,19,32.0,47.0,10.0,21.0,37.0,37.0,1.0,,,,,
2019-03-23,Saturday,22,36.0,67.0,12.0,37.0,63.0,63.0,,1.0,,,,
2019-03-24,Sunday,15,37.0,54.0,12.0,24.0,37.0,37.0,1.0,,,,,
2019-03-25,Monday,13,33.0,41.0,10.0,28.0,42.0,42.0,1.0,,,,,
2019-03-26,Tuesday,22,19.0,55.0,10.0,21.0,38.0,38.0,1.0,,,,,
2019-03-27,Wednesday,32,26.0,57.0,11.0,20.0,33.0,33.0,1.0,,,,,
2019-03-28,Thursday,16,36.0,53.0,10.0,17.0,26.0,36.0,1.0,,,,,
2019-03-29,Friday,17,34.0,46.0,10.0,21.0,36.0,36.0,1.0,,,,,
2019-03-30,Saturday,15,37.0,45.0,10.0,18.0,31.0,37.0,1.0,,,,,
2019-03-31,Sunday,18,34.0,48.0,11.0,26.0,38.0,38.0,1.0,,,,,
2019-04-01,Monday,19,32.0,41.0,10.0,21.0,31.0,32.0,1.0,,,,,
2019-04-02,Tuesday,25,33.0,43.0,11.0,31.0,40.0,40.0,1.0,,,,,
2019-04-03,Wednesday,22,35.0,48.0,10.0,22.0,31.0,35.0,1.0,,,,,
2019-04-04,Thursday,23,35.0,52.0,12.0,30.0,36.0,36.0,1.0,,,,,
2019-04-05,Friday,28,41.0,56.0,11.0,43.0,54.0,54.0,,1.0,,,,
2019-04-06,Saturday,24,42.0,63.0,11.0,49.0,59.0,59.0,,1.0,,,,
2019-04-07,Sunday,25,33.0,50.0,11.0,37.0,42.0,42.0,1.0,,,,,
2019-04-08,Monday,25,29.0,61.0,12.0,35.0,48.0,48.0,1.0,,,,,
2019-04-09,Tuesday,20,30.0,60.0,10.0,35.0,44.0,44.0,1.0,,,,,
2019-04-10,Wednesday,20,38.0,59.0,9.0,36.0,49.0,49.0,1.0,,,,,
2019-04-11,Thursday,28,39.0,62.0,11.0,44.0,54.0,54.0,,1.0,,,,
2019-04-12,Friday,23,37.0,56.0,10.0,44.0,53.0,53.0,,1.0,,,,
2019-04-13,Saturday,24,43.0,59.0,10.0,30.0,41.0,43.0,1.0,,,,,
2019-04-14,Sunday,22,36.0,66.0,10.0,36.0,44.0,44.0,1.0,,,,,
2019-04-15,Monday,28,44.0,67.0,11.0,36.0,45.0,45.0,1.0,,,,,
2019-04-16,Tuesday,28,34.0,64.0,12.0,55.0,61.0,61.0,,1.0,,,,
2019-04-17,Wednesday,26,34.0,68.0,12.0,58.0,68.0,68.0,,1.0,,,,
2019-04-18,Thursday,24,36.0,55.0,12.0,68.0,79.0,79.0,,1.0,,,,
2019-04-19,Friday,21,35.0,59.0,10.0,48.0,64.0,64.0,,1.0,,,,
2019-04-20,Saturday,32,39.0,70.0,11.0,42.0,57.0,57.0,,1.0,,,,
2019-04-21,Sunday,21,39.0,52.0,10.0,36.0,43.0,43.0,1.0,,,,,
2019-04-22,Monday,21,52.0,67.0,11.0,36.0,43.0,52.0,,1.0,,,,
2019-04-23,Tuesday,21,35.0,61.0,11.0,41.0,51.0,51.0,,1.0,,,,
2019-04-24,Wednesday,19,30.0,53.0,11.0,36.0,49.0,49.0,1.0,,,,,
2019-04-25,Thursday,17,33.0,59.0,12.0,37.0,54.0,54.0,,1.0,,,,
2019-04-26,Friday,19,39.0,63.0,13.0,41.0,54.0,54.0,,1.0,,,,
2019-04-27,Saturday,21,43.0,67.0,12.0,34.0,51.0,51.0,,1.0,,,,
2019-04-28,Sunday,22,47.0,73.0,12.0,38.0,52.0,52.0,,1.0,,,,
2019-04-29,Monday,22,39.0,68.0,11.0,42.0,55.0,55.0,,1.0,,,,
2019-04-30,Tuesday,29,51.0,71.0,12.0,53.0,71.0,71.0,,1.0,,,,
2019-05-01,Wednesday,29,43.0,65.0,11.0,38.0,54.0,54.0,,1.0,,,,
2019-05-02,Thursday,34,68.0,87.0,14.0,54.0,80.0,80.0,,1.0,,,,
2019-05-03,Friday,26,55.0,66.0,12.0,69.0,91.0,91.0,,1.0,,,,
2019-05-04,Saturday,27,36.0,54.0,11.0,73.0,87.0,87.0,,1.0,,,,
2019-05-05,Sunday,24,38.0,66.0,9.0,59.0,75.0,75.0,,1.0,,,,
2019-05-06,Monday,28,44.0,77.0,13.0,64.0,83.0,83.0,,1.0,,,,
2019-05-07,Tuesday,26,50.0,72.0,10.0,42.0,52.0,52.0,,1.0,,,,
2019-05-08,Wednesday,18,42.0,61.0,8.0,68.0,77.0,77.0,,1.0,,,,
2019-05-09,Thursday,21,42.0,64.0,10.0,52.0,61.0,61.0,,1.0,,,,
2019-05-10,Friday,12,44.0,51.0,4.0,55.0,59.0,59.0,,1.0,,,,
2019-05-11,Saturday,22,42.0,60.0,8.0,48.0,55.0,55.0,,1.0,,,,
2019-05-12,Sunday,26,40.0,68.0,10.0,46.0,54.0,54.0,,1.0,,,,
2019-05-13,Monday,25,43.0,71.0,9.0,35.0,44.0,44.0,1.0,,,,,
2019-05-14,Tuesday,20,47.0,60.0,9.0,44.0,47.0,47.0,1.0,,,,,
2019-05-15,Wednesday,19,54.0,66.0,9.0,46.0,49.0,54.0,,1.0,,,,
2019-05-16,Thursday,17,52.0,56.0,8.0,40.0,42.0,52.0,,1.0,,,,
2019-05-17,Friday,19,51.0,55.0,6.0,41.0,46.0,51.0,,1.0,,,,
2019-05-18,Saturday,22,67.0,59.0,9.0,39.0,45.0,67.0,,1.0,,,,
2019-05-19,Sunday,23,58.0,77.0,11.0,48.0,53.0,58.0,,1.0,,,,
2019-05-20,Monday,20,72.0,62.0,9.0,52.0,64.0,72.0,,1.0,,,,
2019-05-21,Tuesday,21,50.0,72.0,10.0,61.0,72.0,72.0,,1.0,,,,
2019-05-22,Wednesday,14,46.0,63.0,8.0,52.0,68.0,68.0,,1.0,,,,
2019-05-23,Thursday,15,48.0,62.0,9.0,36.0,55.0,55.0,,1.0,,,,
2019-05-24,Friday,28,97.0,85.0,11.0,52.0,87.0,97.0,,1.0,,,,
2019-05-25,Saturday,26,67.0,56.0,10.0,54.0,75.0,75.0,,1.0,,,,
2019-05-26,Sunday,23,53.0,66.0,9.0,66.0,79.0,79.0,,1.0,,,,
2019-05-27,Monday,26,35.0,58.0,9.0,57.0,70.0,70.0,,1.0,,,,
2019-05-28,Tuesday,27,49.0,69.0,9.0,58.0,76.0,76.0,,1.0,,,,
2019-05-29,Wednesday,23,62.0,73.0,10.0,54.0,68.0,68.0,,1.0,,,,
2019-05-30,Thursday,19,51.0,56.0,11.0,55.0,67.0,67.0,,1.0,,,,
2019-05-31,Friday,14,69.0,50.0,11.0,52.0,57.0,69.0,,1.0,,,,
2019-06-01,Saturday,16,77.0,58.0,9.0,44.0,55.0,77.0,,1.0,,,,
2019-06-02,Sunday,17,79.0,65.0,11.0,47.0,62.0,79.0,,1.0,,,,
2019-06-03,Monday,27,108.0,90.0,11.0,53.0,71.0,108.0,,,1.0,,,
2019-06-04,Tuesday,26,111.0,102.0,11.0,50.0,70.0,111.0,,,1.0,,,
2019-06-05,Wednesday,28,104.0,91.0,9.0,46.0,63.0,104.0,,,1.0,,,
2019-06-06,Thursday,20,92.0,65.0,8.0,35.0,53.0,92.0,,1.0,,,,
2019-06-07,Friday,23,78.0,73.0,9.0,42.0,58.0,78.0,,1.0,,,,
2019-06-08,Saturday,22,61.0,76.0,9.0,45.0,64.0,64.0,,1.0,,,,
2019-06-09,Sunday,19,83.0,77.0,9.0,51.0,66.0,83.0,,1.0,,,,
2019-06-10,Monday,21,65.0,63.0,10.0,65.0,79.0,79.0,,1.0,,,,
2019-06-11,Tuesday,20,114.0,67.0,11.0,71.0,94.0,114.0,,,1.0,,,
2019-06-12,Wednesday,19,112.0,72.0,11.0,61.0,78.0,112.0,,,1.0,,,
2019-06-13,Thursday,22,70.0,70.0,10.0,51.0,64.0,70.0,,1.0,,,,
2019-06-14,Friday,28,56.0,75.0,10.0,50.0,68.0,68.0,,1.0,,,,
2019-06-15,Saturday,20,102.0,70.0,9.0,53.0,72.0,102.0,,,1.0,,,
2019-06-16,Sunday,28,69.0,77.0,8.0,51.0,68.0,69.0,,1.0,,,,
2019-06-17,Monday,32,64.0,94.0,11.0,56.0,73.0,73.0,,1.0,,,,
2019-06-18,Tuesday,35,70.0,83.0,10.0,56.0,74.0,74.0,,1.0,,,,
2019-06-19,Wednesday,35,120.0,96.0,12.0,62.0,88.0,120.0,,,1.0,,,
2019-06-20,Thursday,27,96.0,74.0,10.0,70.0,90.0,96.0,,1.0,,,,
2019-06-21,Friday,34,65.0,73.0,10.0,63.0,85.0,85.0,,1.0,,,,
2019-06-22,Saturday,31,70.0,77.0,9.0,72.0,92.0,92.0,,1.0,,,,
2019-06-23,Sunday,32,119.0,98.0,12.0,77.0,107.0,119.0,,,1.0,,,
2019-06-24,Monday,33,106.0,87.0,10.0,67.0,89.0,106.0,,,1.0,,,
2019-06-25,Tuesday,31,56.0,79.0,9.0,60.0,79.0,79.0,,1.0,,,,
2019-06-26,Wednesday,29,73.0,80.0,11.0,61.0,83.0,83.0,,1.0,,,,
2019-06-27,Thursday,30,114.0,82.0,12.0,65.0,88.0,114.0,,,1.0,,,
2019-06-28,Friday,28,64.0,69.0,10.0,56.0,76.0,76.0,,1.0,,,,
2019-06-29,Saturday,33,92.0,78.0,10.0,56.0,78.0,92.0,,1.0,,,,
2019-06-30,Sunday,36,110.0,92.0,12.0,69.0,105.0,110.0,,,1.0,,,
2019-07-01,Monday,36,160.0,105.0,11.0,75.0,113.0,160.0,,,,1.0,,
2019-07-02,Tuesday,23,127.0,73.0,8.0,94.0,103.0,127.0,,,1.0,,,
2019-07-03,Wednesday,22,82.0,80.0,13.0,75.0,97.0,97.0,,1.0,,,,
2019-07-04,Thursday,27,104.0,67.0,11.0,82.0,102.0,104.0,,,1.0,,,
2019-07-05,Friday,43,134.0,98.0,11.0,75.0,107.0,134.0,,,1.0,,,
2019-07-06,Saturday,36,131.0,88.0,10.0,70.0,102.0,131.0,,,1.0,,,
2019-07-07,Sunday,28,65.0,80.0,10.0,75.0,95.0,95.0,,1.0,,,,
2019-07-08,Monday,27,75.0,79.0,10.0,77.0,98.0,98.0,,1.0,,,,
2019-07-09,Tuesday,33,113.0,93.0,14.0,74.0,98.0,113.0,,,1.0,,,
2019-07-10,Wednesday,24,126.0,82.0,12.0,78.0,96.0,126.0,,,1.0,,,
2019-07-11,Thursday,21,66.0,76.0,10.0,75.0,92.0,92.0,,1.0,,,,
2019-07-12,Friday,23,84.0,60.0,10.0,66.0,82.0,84.0,,1.0,,,,
2019-07-13,Saturday,34,74.0,86.0,10.0,65.0,86.0,86.0,,1.0,,,,
2019-07-14,Sunday,38,122.0,94.0,9.0,66.0,90.0,122.0,,,1.0,,,
2019-07-15,Monday,37,110.0,93.0,11.0,73.0,97.0,110.0,,,1.0,,,
2019-07-16,Tuesday,25,60.0,70.0,9.0,67.0,81.0,81.0,,1.0,,,,
2019-07-17,Wednesday,18,37.0,58.0,8.0,62.0,73.0,73.0,,1.0,,,,
2019-07-18,Thursday,24,42.0,67.0,9.0,59.0,73.0,73.0,,1.0,,,,
2019-07-19,Friday,40,51.0,74.0,11.0,57.0,74.0,74.0,,1.0,,,,
2019-07-20,Saturday,34,74.0,87.0,12.0,55.0,71.0,74.0,,1.0,,,,
2019-07-21,Sunday,32,80.0,83.0,12.0,62.0,78.0,80.0,,1.0,,,,
2019-07-22,Monday,23,48.0,74.0,9.0,60.0,72.0,72.0,,1.0,,,,
2019-07-23,Tuesday,23,39.0,73.0,9.0,53.0,64.0,64.0,,1.0,,,,
2019-07-24,Wednesday,25,78.0,83.0,12.0,53.0,70.0,78.0,,1.0,,,,
2019-07-25,Thursday,36,76.0,92.0,12.0,60.0,79.0,79.0,,1.0,,,,
2019-07-26,Friday,36,84.0,93.0,14.0,60.0,84.0,84.0,,1.0,,,,
2019-07-27,Saturday,33,77.0,75.0,16.0,61.0,82.0,82.0,,1.0,,,,
2019-07-28,Sunday,20,39.0,60.0,10.0,56.0,66.0,66.0,,1.0,,,,
2019-07-29,Monday,28,45.0,76.0,11.0,74.0,90.0,90.0,,1.0,,,,
2019-07-30,Tuesday,31,85.0,91.0,11.0,60.0,81.0,85.0,,1.0,,,,
2019-07-31,Wednesday,33,97.0,94.0,11.0,60.0,74.0,97.0,,1.0,,,,
2019-08-01,Thursday,35,149.0,100.0,11.0,64.0,85.0,149.0,,,1.0,,,
2019-08-02,Friday,37,140.0,96.0,11.0,59.0,80.0,140.0,,,1.0,,,
2019-08-03,Saturday,23,50.0,78.0,9.0,60.0,66.0,66.0,,1.0,,,,
2019-08-04,Sunday,29,57.0,85.0,9.0,77.0,91.0,91.0,,1.0,,,,
2019-08-05,Monday,35,125.0,98.0,11.0,74.0,94.0,125.0,,,1.0,,,
2019-08-06,Tuesday,36,139.0,102.0,12.0,83.0,106.0,139.0,,,1.0,,,
2019-08-07,Wednesday,29,101.0,86.0,11.0,79.0,93.0,101.0,,,1.0,,,
2019-08-08,Thursday,32,76.0,74.0,11.0,77.0,99.0,99.0,,1.0,,,,
2019-08-09,Friday,26,55.0,62.0,10.0,73.0,87.0,87.0,,1.0,,,,
2019-08-10,Saturday,25,67.0,65.0,9.0,66.0,79.0,79.0,,1.0,,,,
2019-08-11,Sunday,35,56.0,78.0,12.0,74.0,90.0,90.0,,1.0,,,,
2019-08-12,Monday,26,82.0,83.0,9.0,77.0,86.0,86.0,,1.0,,,,
2019-08-13,Tuesday,25,99.0,79.0,10.0,59.0,76.0,99.0,,1.0,,,,
2019-08-14,Wednesday,21,77.0,65.0,11.0,61.0,69.0,77.0,,1.0,,,,
2019-08-15,Thursday,22,79.0,80.0,9.0,65.0,77.0,79.0,,1.0,,,,
2019-08-16,Friday,37,88.0,89.0,11.0,62.0,79.0,88.0,,1.0,,,,
2019-08-17,Saturday,34,88.0,80.0,10.0,51.0,63.0,88.0,,1.0,,,,
2019-08-18,Sunday,34,59.0,90.0,13.0,53.0,63.0,63.0,,1.0,,,,
2019-08-19,Monday,37,58.0,88.0,12.0,55.0,66.0,66.0,,1.0,,,,
2019-08-20,Tuesday,38,83.0,87.0,13.0,60.0,80.0,83.0,,1.0,,,,
2019-08-21,Wednesday,37,94.0,88.0,11.0,62.0,80.0,94.0,,1.0,,,,
2019-08-22,Thursday,29,95.0,92.0,10.0,62.0,81.0,95.0,,1.0,,,,
2019-08-23,Friday,33,75.0,82.0,10.0,58.0,71.0,75.0,,1.0,,,,
2019-08-24,Saturday,31,56.0,75.0,10.0,53.0,67.0,67.0,,1.0,,,,
2019-08-25,Sunday,35,62.0,91.0,11.0,57.0,72.0,72.0,,1.0,,,,
2019-08-26,Monday,34,79.0,87.0,13.0,64.0,80.0,80.0,,1.0,,,,
2019-08-27,Tuesday,37,56.0,88.0,13.0,63.0,83.0,83.0,,1.0,,,,
2019-08-28,Wednesday,35,46.0,81.0,13.0,61.0,75.0,75.0,,1.0,,,,
2019-08-29,Thursday,28,50.0,84.0,11.0,76.0,83.0,83.0,,1.0,,,,
2019-08-30,Friday,25,74.0,79.0,12.0,64.0,80.0,80.0,,1.0,,,,
2019-08-31,Saturday,25,71.0,68.0,7.0,54.0,70.0,71.0,,1.0,,,,
2019-09-01,Sunday,21,42.0,64.0,10.0,56.0,64.0,64.0,,1.0,,,,
2019-09-02,Monday,25,43.0,68.0,12.0,58.0,75.0,75.0,,1.0,,,,
2019-09-03,Tuesday,39,49.0,88.0,12.0,65.0,84.0,84.0,,1.0,,,,
2019-09-04,Wednesday,22,57.0,65.0,9.0,75.0,84.0,84.0,,1.0,,,,
2019-09-05,Thursday,32,43.0,68.0,14.0,57.0,74.0,74.0,,1.0,,,,
2019-09-06,Friday,31,51.0,71.0,12.0,55.0,75.0,75.0,,1.0,,,,
2019-09-07,Saturday,33,53.0,75.0,11.0,53.0,70.0,70.0,,1.0,,,,
2019-09-08,Sunday,37,43.0,76.0,10.0,63.0,78.0,78.0,,1.0,,,,
2019-09-09,Monday,25,58.0,58.0,8.0,84.0,77.0,84.0,,1.0,,,,
2019-09-10,Tuesday,20,48.0,50.0,10.0,53.0,54.0,54.0,,1.0,,,,
2019-09-11,Wednesday,24,39.0,51.0,11.0,44.0,51.0,51.0,,1.0,,,,
2019-09-12,Thursday,22,39.0,53.0,8.0,57.0,62.0,62.0,,1.0,,,,
2019-09-13,Friday,24,37.0,55.0,13.0,57.0,58.0,58.0,,1.0,,,,
2019-09-14,Saturday,24,40.0,61.0,10.0,55.0,58.0,58.0,,1.0,,,,
2019-09-15,Sunday,28,41.0,71.0,11.0,58.0,66.0,66.0,,1.0,,,,
2019-09-16,Monday,34,40.0,76.0,12.0,60.0,68.0,68.0,,1.0,,,,
2019-09-17,Tuesday,32,41.0,73.0,11.0,59.0,66.0,66.0,,1.0,,,,
2019-09-18,Wednesday,40,39.0,82.0,14.0,65.0,81.0,81.0,,1.0,,,,
2019-09-19,Thursday,45,43.0,85.0,14.0,69.0,91.0,91.0,,1.0,,,,
2019-09-20,Friday,41,43.0,84.0,12.0,67.0,89.0,89.0,,1.0,,,,
2019-09-21,Saturday,41,55.0,95.0,12.0,66.0,90.0,90.0,,1.0,,,,
2019-09-22,Sunday,42,28.0,82.0,12.0,75.0,100.0,100.0,,1.0,,,,
2019-09-23,Monday,36,23.0,67.0,12.0,137.0,121.0,137.0,,,1.0,,,
2019-09-24,Tuesday,42,31.0,80.0,15.0,88.0,104.0,104.0,,,1.0,,,
2019-09-25,Wednesday,46,29.0,77.0,13.0,68.0,85.0,85.0,,1.0,,,,
2019-09-26,Thursday,48,29.0,81.0,11.0,58.0,69.0,69.0,,1.0,,,,
2019-09-27,Friday,51,25.0,77.0,15.0,77.0,100.0,100.0,,1.0,,,,
2019-09-28,Saturday,39,42.0,91.0,13.0,70.0,92.0,92.0,,1.0,,,,
2019-09-29,Sunday,35,30.0,86.0,13.0,88.0,94.0,94.0,,1.0,,,,
2019-09-30,Monday,37,25.0,84.0,16.0,86.0,111.0,111.0,,,1.0,,,
2019-10-01,Tuesday,30,31.0,73.0,13.0,69.0,82.0,82.0,,1.0,,,,
2019-10-02,Wednesday,42,38.0,90.0,17.0,71.0,98.0,98.0,,1.0,,,,
2019-10-03,Thursday,29,42.0,68.0,16.0,70.0,85.0,85.0,,1.0,,,,
2019-10-04,Friday,41,36.0,88.0,17.0,70.0,99.0,99.0,,1.0,,,,
2019-10-05,Saturday,29,44.0,71.0,13.0,64.0,84.0,84.0,,1.0,,,,
2019-10-06,Sunday,29,34.0,75.0,13.0,57.0,76.0,76.0,,1.0,,,,
2019-10-07,Monday,39,27.0,75.0,18.0,68.0,80.0,80.0,,1.0,,,,
2019-10-08,Tuesday,37,26.0,69.0,15.0,78.0,90.0,90.0,,1.0,,,,
2019-10-09,Wednesday,42,28.0,78.0,16.0,64.0,86.0,86.0,,1.0,,,,
2019-10-10,Thursday,35,26.0,80.0,17.0,67.0,87.0,87.0,,1.0,,,,
2019-10-11,Friday,40,30.0,68.0,13.0,62.0,79.0,79.0,,1.0,,,,
2019-10-12,Saturday,39,31.0,68.0,16.0,60.0,78.0,78.0,,1.0,,,,
2019-10-13,Sunday,38,29.0,71.0,17.0,71.0,85.0,85.0,,1.0,,,,
2019-10-14,Monday,25,16.0,54.0,14.0,69.0,72.0,72.0,,1.0,,,,
2019-10-15,Tuesday,27,26.0,61.0,15.0,64.0,73.0,73.0,,1.0,,,,
2019-10-16,Wednesday,34,35.0,75.0,14.0,65.0,82.0,82.0,,1.0,,,,
2019-10-17,Thursday,37,33.0,76.0,14.0,65.0,81.0,81.0,,1.0,,,,
2019-10-18,Friday,35,35.0,74.0,14.0,64.0,78.0,78.0,,1.0,,,,
2019-10-19,Saturday,34,39.0,66.0,13.0,57.0,70.0,70.0,,1.0,,,,
2019-10-20,Sunday,38,37.0,79.0,15.0,63.0,87.0,87.0,,1.0,,,,
2019-10-21,Monday,21,19.0,69.0,12.0,60.0,83.0,83.0,,1.0,,,,
2019-10-22,Tuesday,23,28.0,54.0,12.0,49.0,73.0,73.0,,1.0,,,,
2019-10-23,Wednesday,30,7.0,56.0,9.0,37.0,67.0,67.0,,1.0,,,,
2019-10-24,Thursday,30,9.0,67.0,10.0,53.0,97.0,97.0,,1.0,,,,
2019-10-25,Friday,22,23.0,62.0,9.0,43.0,84.0,84.0,,1.0,,,,
2019-10-26,Saturday,24,14.0,46.0,10.0,47.0,93.0,93.0,,1.0,,,,
2019-10-27,Sunday,28,11.0,59.0,10.0,48.0,84.0,84.0,,1.0,,,,
2019-10-28,Monday,20,21.0,45.0,11.0,43.0,80.0,80.0,,1.0,,,,
2019-10-29,Tuesday,22,13.0,46.0,9.0,30.0,54.0,54.0,,1.0,,,,
2019-10-30,Wednesday,43,22.0,72.0,14.0,54.0,89.0,89.0,,1.0,,,,
2019-10-31,Thursday,33,20.0,70.0,11.0,44.0,68.0,68.0,,1.0,,,,
2019-11-01,Friday,24,20.0,57.0,11.0,46.0,76.0,76.0,,1.0,,,,
2019-11-02,Saturday,32,26.0,60.0,13.0,48.0,86.0,86.0,,1.0,,,,
2019-11-03,Sunday,40,24.0,81.0,15.0,59.0,88.0,88.0,,1.0,,,,
2019-11-04,Monday,32,17.0,62.0,13.0,53.0,73.0,73.0,,1.0,,,,
2019-11-05,Tuesday,33,17.0,63.0,15.0,59.0,88.0,88.0,,1.0,,,,
2019-11-06,Wednesday,35,18.0,76.0,18.0,74.0,122.0,122.0,,,1.0,,,
2019-11-07,Thursday,34,25.0,71.0,17.0,72.0,123.0,123.0,,,1.0,,,
2019-11-08,Friday,33,27.0,75.0,15.0,74.0,125.0,125.0,,,1.0,,,
2019-11-09,Saturday,36,29.0,80.0,15.0,64.0,109.0,109.0,,,1.0,,,
2019-11-10,Sunday,37,20.0,87.0,18.0,67.0,101.0,101.0,,,1.0,,,
2019-11-11,Monday,39,21.0,85.0,15.0,73.0,111.0,111.0,,,1.0,,,
2019-11-12,Tuesday,52,19.0,98.0,18.0,82.0,133.0,133.0,,,1.0,,,
2019-11-13,Wednesday,58,17.0,100.0,17.0,82.0,131.0,131.0,,,1.0,,,
2019-11-14,Thursday,45,16.0,91.0,22.0,95.0,144.0,144.0,,,1.0,,,
2019-11-15,Friday,29,17.0,82.0,17.0,79.0,134.0,134.0,,,1.0,,,
2019-11-16,Saturday,16,21.0,44.0,9.0,51.0,57.0,57.0,,1.0,,,,
2019-11-17,Sunday,26,8.0,52.0,10.0,36.0,69.0,69.0,,1.0,,,,
2019-11-18,Monday,21,11.0,53.0,9.0,43.0,77.0,77.0,,1.0,,,,
2019-11-19,Tuesday,26,4.0,54.0,15.0,53.0,108.0,108.0,,,1.0,,,
2019-11-20,Wednesday,27,6.0,57.0,12.0,42.0,84.0,84.0,,1.0,,,,
2019-11-21,Thursday,33,5.0,77.0,11.0,49.0,90.0,90.0,,1.0,,,,
2019-11-22,Friday,33,13.0,70.0,14.0,56.0,97.0,97.0,,1.0,,,,
2019-11-23,Saturday,24,12.0,53.0,15.0,57.0,111.0,111.0,,,1.0,,,
2019-11-24,Sunday,27,8.0,58.0,15.0,63.0,112.0,112.0,,,1.0,,,
2019-11-25,Monday,21,7.0,50.0,15.0,56.0,108.0,108.0,,,1.0,,,
2019-11-26,Tuesday,21,8.0,58.0,14.0,60.0,106.0,106.0,,,1.0,,,
2019-11-27,Wednesday,29,10.0,68.0,16.0,71.0,129.0,129.0,,,1.0,,,
2019-11-28,Thursday,29,9.0,76.0,25.0,89.0,150.0,150.0,,,1.0,,,
2019-11-29,Friday,23,8.0,80.0,15.0,91.0,156.0,156.0,,,,1.0,,
2019-11-30,Saturday,33,11.0,73.0,18.0,76.0,143.0,143.0,,,1.0,,,
2019-12-01,Sunday,32,16.0,76.0,16.0,54.0,95.0,95.0,,1.0,,,,
2019-12-02,Monday,40,10.0,81.0,22.0,74.0,136.0,136.0,,,1.0,,,
2019-12-03,Tuesday,30,5.0,89.0,19.0,74.0,139.0,139.0,,,1.0,,,
2019-12-04,Wednesday,28,5.0,68.0,6.0,36.0,69.0,69.0,,1.0,,,,
