????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???
???????,?????,CO,O3,NO2,SO2,PM10,PM2.5,AQI,???,???? ????,??????  ???? ???? ????,??????,????? ??????,??????
?? ??????? ??,1397/04/07,25,92,66,9,60,82,92,,1,,,,
?? ??????? ??,1397/04/08,25,105,80,6,60,84,105,,,1,,,
?? ??????? ??,1397/04/09,28,82,71,6,54,67,82,,1,,,,
?? ??????? ??,1397/04/10,28,100,71,7,59,81,100,,1,,,,
?? ??????? ??,1397/04/11,19,150,62,7,66,83,150,,,1,,,
?? ??????? ??,1397/04/12,17,133,64,6,68,83,133,,,1,,,
?? ??????? ??,1397/04/13,20,52,59,5,59,65,65,,1,,,,
?? ??????? ??,1397/04/14,23,129,74,7,63,85,129,,,1,,,
?? ??????? ??,1397/04/15,25,117,64,6,57,79,117,,,1,,,
?? ??????? ??,1397/04/16,26,85,80,6,52,64,85,,1,,,,
?? ??????? ??,1397/04/17,26,100,82,8,62,78,100,,1,,,,
?? ??????? ??,1397/04/18,40,70,74,8,63,77,77,,1,,,,
?? ??????? ??,1397/04/19,26,72,68,8,66,77,77,,1,,,,
?? ??????? ??,1397/04/20,25,72,75,8,66,82,82,,1,,,,
?? ??????? ??,1397/04/21,23,70,67,7,67,83,83,,1,,,,
?? ??????? ??,1397/04/22,27,117,66,8,65,83,117,,,1,,,
?? ??????? ??,1397/04/23,25,101,64,6,57,74,101,,,1,,,
?? ??????? ??,1397/04/24,22,56,68,6,59,71,71,,1,,,,
?? ??????? ??,1397/04/25,25,56,69,7,65,81,81,,1,,,,
?? ??????? ??,1397/04/26,29,62,73,8,83,98,98,,1,,,,
?? ??????? ??,1397/04/27,19,62,68,6,74,84,84,,1,,,,
?? ??????? ??,1397/04/28,21,46,53,6,61,74,74,,1,,,,
?? ??????? ??,1397/04/29,35,62,64,7,65,76,76,,1,,,,
?? ??????? ??,1397/04/30,23,58,54,6,57,70,70,,1,,,,
?? ??????? ??,1397/04/31,25,52,67,7,63,76,76,,1,,,,
?? ??????? ??,1397/05/01,23,54,85,10,64,76,76,,1,,,,
?? ??????? ??,1397/05/02,21,48,70,7,80,94,94,,1,,,,
?? ??????? ??,1397/05/03,25,69,70,7,79,106,106,,,1,,,
?? ??????? ??,1397/05/04,24,66,64,6,74,89,89,,1,,,,
?? ??????? ??,1397/05/05,24,59,79,7,64,82,82,,1,,,,
?? ??????? ??,1397/05/06,15,74,65,5,58,72,74,,1,,,,
?? ??????? ??,1397/05/07,25,101,80,9,65,80,101,,,1,,,
?? ??????? ??,1397/05/08,31,101,89,9,63,81,101,,,1,,,
?? ??????? ??,1397/05/09,31,98,87,8,61,77,98,,1,,,,
?? ??????? ??,1397/05/10,31,81,78,7,57,68,81,,1,,,,
?? ??????? ??,1397/05/11,26,61,82,7,57,74,74,,1,,,,
?? ??????? ??,1397/05/12,18,49,53,6,54,67,67,,1,,,,
?? ??????? ??,1397/05/13,15,49,50,5,51,58,58,,1,,,,
?? ??????? ??,1397/05/14,28,43,67,6,56,65,65,,1,,,,
?? ??????? ??,1397/05/15,28,49,75,6,57,72,72,,1,,,,
?? ??????? ??,1397/05/16,33,56,66,6,68,82,82,,1,,,,
?? ??????? ??,1397/05/17,24,61,61,6,68,85,85,,1,,,,
?? ??????? ??,1397/05/18,21,52,56,5,60,75,75,,1,,,,
?? ??????? ??,1397/05/19,,,,,,,,,,,,,
??? ??,-,,,,,,,,13,235,109,8,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
????? ?????? ????? ?? ???? ???????,,,,,,,,,,,,,,
???????,????? ?????? ?????? ???????,CO,O3,NO2,SO2,PM10,PM2.5,AQI,,,,,,
?? ??????? ??,365,0,17,3,0,7,100,117,,,,,,
