????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???
?? ??????? ??,1398/07/15,39,27,75,18,68,80,80,,1,,,,
?? ??????? ??,1398/07/16,37,26,69,15,78,90,90,,1,,,,
?? ??????? ??,1398/07/17,42,28,78,16,64,86,86,,1,,,,
?? ??????? ??,1398/07/18,35,26,80,17,67,87,87,,1,,,,
?? ??????? ??,1398/07/19,40,30,68,13,62,79,79,,1,,,,
?? ??????? ??,1398/07/20,39,31,68,16,60,78,78,,1,,,,
?? ??????? ??,1398/07/21,38,29,71,17,71,85,85,,1,,,,
?? ??????? ??,1398/07/22,25,16,54,14,69,72,72,,1,,,,
?? ??????? ??,1398/07/23,27,26,61,15,64,73,73,,1,,,,
?? ??????? ??,1398/07/24,34,35,75,14,65,82,82,,1,,,,
?? ??????? ??,1398/07/25,37,33,76,14,65,81,81,,1,,,,
?? ??????? ??,1398/07/26,35,35,74,14,64,78,78,,1,,,,
?? ??????? ??,1398/07/27,34,39,66,13,57,70,70,,1,,,,
?? ??????? ??,1398/07/28,38,37,79,15,63,87,87,,1,,,,
?? ??????? ??,1398/07/29,21,19,69,12,60,83,83,,1,,,,
?? ??????? ??,1398/07/30,23,28,54,12,49,73,73,,1,,,,
?? ??????? ??,1398/08/01,30,7,56,9,37,67,67,,1,,,,
?? ??????? ??,1398/08/02,30,9,67,10,53,97,97,,1,,,,
?? ??????? ??,1398/08/03,22,23,62,9,43,84,84,,1,,,,
?? ??????? ??,1398/08/04,24,14,46,10,47,93,93,,1,,,,
?? ??????? ??,1398/08/05,28,11,59,10,48,84,84,,1,,,,
?? ??????? ??,1398/08/06,20,21,45,11,43,80,80,,1,,,,
?? ??????? ??,1398/08/07,22,13,46,9,30,54,54,,1,,,,
?? ??????? ??,1398/08/08,43,22,72,14,54,89,89,,1,,,,
?? ??????? ??,1398/08/09,33,20,70,11,44,68,68,,1,,,,
?? ??????? ??,1398/08/10,24,20,57,11,46,76,76,,1,,,,
?? ??????? ??,1398/08/11,32,26,60,13,48,86,86,,1,,,,
?? ??????? ??,1398/08/12,40,24,81,15,59,88,88,,1,,,,
?? ??????? ??,1398/08/13,32,17,62,13,53,73,73,,1,,,,
?? ??????? ??,1398/08/14,33,17,63,15,59,88,88,,1,,,,
?? ??????? ??,1398/08/15,35,18,76,18,74,122,122,,,1,,,
?? ??????? ??,1398/08/16,34,25,71,17,72,123,123,,,1,,,
?? ??????? ??,1398/08/17,33,27,75,15,74,125,125,,,1,,,
?? ??????? ??,1398/08/18,36,29,80,15,64,109,109,,,1,,,
?? ??????? ??,1398/08/19,37,20,87,18,67,101,101,,,1,,,
?? ??????? ??,1398/08/20,39,21,85,15,73,111,111,,,1,,,
?? ??????? ??,1398/08/21,52,19,98,18,82,133,133,,,1,,,
?? ??????? ??,1398/08/22,58,17,100,17,82,131,131,,,1,,,
?? ??????? ??,1398/08/23,45,16,91,22,95,144,144,,,1,,,
?? ??????? ??,1398/08/24,29,17,82,17,79,134,134,,,1,,,
?? ??????? ??,1398/08/25,16,21,44,9,51,57,57,,1,,,,
?? ??????? ??,1398/08/26,26,8,52,10,36,69,69,,1,,,,
?? ??????? ??,1398/08/27,21,11,53,9,43,77,77,,1,,,,
?? ??????? ??,1398/08/28,26,4,54,15,53,108,108,,,1,,,
?? ??????? ??,1398/08/29,27,6,57,12,42,84,84,,1,,,,
?? ??????? ??,1398/08/30,33,5,77,11,49,90,90,,1,,,,
?? ??????? ??,1398/09/01,33,13,70,14,56,97,97,,1,,,,
?? ??????? ??,1398/09/02,24,12,53,15,57,111,111,,,1,,,
?? ??????? ??,1398/09/03,27,8,58,15,63,112,112,,,1,,,
?? ??????? ??,1398/09/04,21,7,50,15,56,108,108,,,1,,,
?? ??????? ??,1398/09/05,21,8,58,14,60,106,106,,,1,,,
?? ??????? ??,1398/09/06,29,10,68,16,71,129,129,,,1,,,
?? ??????? ??,1398/09/07,29,9,76,25,89,150,150,,,1,,,
?? ??????? ??,1398/09/08,23,8,80,15,91,156,156,,,,1,,
?? ??????? ??,1398/09/09,33,11,73,18,76,143,143,,,1,,,
?? ??????? ??,1398/09/10,32,16,76,16,54,95,95,,1,,,,
?? ??????? ??,1398/09/11,40,10,81,22,74,136,136,,,1,,,
?? ??????? ??,1398/09/12,30,5,89,19,74,139,139,,,1,,,
?? ??????? ??,1398/09/13,28,5,68,6,36,69,69,,1,,,,
?? ??????? ??,1398/09/14,34,10,71,14,56,95,95,,1,,,,
?? ??????? ??,1398/09/15,37,9,80,16,68,123,123,,,1,,,
?? ??????? ??,1398/09/16,23,13,59,13,43,78,78,,1,,,,
?? ??????? ??,1398/09/17,24,15,57,10,38,71,71,,1,,,,
?? ??????? ??,1398/09/18,33,14,58,11,29,55,55,,1,,,,
?? ??????? ??,1398/09/19,32,16,74,14,39,66,66,,1,,,,
?? ??????? ??,1398/09/20,36,12,73,15,58,94,94,,1,,,,
?? ??????? ??,1398/09/21,29,10,67,16,44,76,76,,1,,,,
?? ??????? ??,1398/09/22,33,11,65,15,58,106,106,,,1,,,
?? ??????? ??,1398/09/23,32,10,72,14,61,122,122,,,1,,,
?? ??????? ??,1398/09/24,38,8,82,23,79,145,145,,,1,,,
?? ??????? ??,1398/09/25,40,9,91,12,92,157,157,,,,1,,
?? ??????? ??,1398/09/26,28,12,81,20,88,153,153,,,,1,,
?? ??????? ??,1398/09/27,28,8,68,13,44,82,82,,1,,,,
?? ??????? ??,1398/09/28,39,9,81,16,54,95,95,,1,,,,
?? ??????? ??,1398/09/29,48,9,94,16,63,109,109,,,1,,,
?? ??????? ??,1398/09/30,40,9,99,17,64,112,112,,,1,,,
?? ??????? ??,1398/10/01,49,8,95,27,79,139,139,,,1,,,
?? ??????? ??,1398/10/02,48,9,95,30,85,147,147,,,1,,,
?? ??????? ??,1398/10/03,46,9,100,20,80,141,141,,,1,,,
?? ??????? ??,1398/10/04,59,10,108,27,93,148,148,,,1,,,
?? ??????? ??,1398/10/05,46,10,103,28,96,156,156,,,,1,,
?? ??????? ??,1398/10/06,54,11,96,20,78,130,130,,,1,,,
?? ??????? ??,1398/10/07,28,19,96,18,62,110,110,,,1,,,
?? ??????? ??,1398/10/08,29,14,70,11,45,61,61,,1,,,,
?? ??????? ??,1398/10/09,32,14,82,14,62,80,80,,1,,,,
?? ??????? ??,1398/10/10,31,13,76,21,59,86,86,,1,,,,
?? ??????? ??,1398/10/11,31,8,68,16,60,102,102,,,1,,,
?? ??????? ??,1398/10/12,23,8,69,13,54,89,89,,1,,,,
?? ??????? ??,1398/10/13,34,12,73,20,55,95,95,,1,,,,
?? ??????? ??,1398/10/14,23,14,61,21,57,103,103,,,1,,,
?? ??????? ??,1398/10/15,20,15,56,10,36,69,69,,1,,,,
?? ??????? ??,1398/10/16,26,17,67,12,42,69,69,,1,,,,
?? ??????? ??,1398/10/17,32,14,82,16,57,100,100,,1,,,,
?? ??????? ??,1398/10/18,34,11,83,21,63,108,108,,,1,,,
?? ??????? ??,1398/10/19,25,12,76,15,61,108,108,,,1,,,
?? ??????? ??,1398/10/20,27,16,72,8,42,67,67,,1,,,,
?? ??????? ??,1398/10/21,31,15,69,15,54,94,94,,1,,,,
?? ??????? ??,1398/10/22,25,11,62,14,45,71,71,,1,,,,
?? ??????? ??,1398/10/23,34,8,77,23,60,93,93,,1,,,,
?? ??????? ??,1398/10/24,23,8,67,21,57,99,99,,1,,,,
?? ??????? ??,1398/10/25,32,10,76,17,63,107,107,,,1,,,
?? ??????? ??,1398/10/26,32,12,77,19,59,103,103,,,1,,,
?? ??????? ??,1398/10/27,25,9,66,21,64,119,119,,,1,,,
?? ??????? ??,1398/10/28,27,10,56,12,43,79,79,,1,,,,
?? ??????? ??,1398/10/29,28,5,60,10,52,107,107,,,1,,,
?? ??????? ??,1398/10/30,28,5,66,10,40,87,87,,1,,,,
?? ??????? ??,1398/11/01,33,8,82,15,64,118,118,,,1,,,
?? ??????? ??,1398/11/02,21,10,58,18,63,115,115,,,1,,,
?? ??????? ??,1398/11/03,24,15,56,12,36,68,68,,1,,,,
?? ??????? ??,1398/11/04,22,13,56,11,44,71,71,,1,,,,
?? ??????? ??,1398/11/05,31,18,73,18,62,94,94,,1,,,,
?? ??????? ??,1398/11/06,26,14,70,19,55,86,86,,1,,,,
?? ??????? ??,1398/11/07,38,13,86,16,77,118,118,,,1,,,
?? ??????? ??,1398/11/08,32,16,82,17,67,107,107,,,1,,,
?? ??????? ??,1398/11/09,36,14,92,24,79,133,133,,,1,,,
?? ??????? ??,1398/11/10,33,10,93,25,84,147,147,,,1,,,
?? ??????? ??,1398/11/11,27,18,69,18,62,93,93,,1,,,,
?? ??????? ??,1398/11/12,37,16,74,17,55,74,74,,1,,,,
?? ??????? ??,1398/11/13,19,27,43,14,41,45,45,1,,,,,
?? ??????? ??,1398/11/14,28,20,62,13,40,62,62,,1,,,,
?? ??????? ??,1398/11/15,41,14,95,19,64,102,102,,,1,,,
?? ??????? ??,1398/11/16,20,23,85,16,42,63,63,,1,,,,
?? ??????? ??,1398/11/17,30,21,62,18,43,63,63,,1,,,,
?? ??????? ??,1398/11/18,35,19,74,17,52,70,70,,1,,,,
?? ??????? ??,1398/11/19,35,24,72,15,59,73,73,,1,,,,
?? ??????? ??,1398/11/20,17,28,46,12,51,60,60,,1,,,,
?? ??????? ??,1398/11/21,17,26,41,9,69,67,69,,1,,,,
?? ??????? ??,1398/11/22,20,22,42,8,27,44,44,1,,,,,
?? ??????? ??,1398/11/23,24,25,49,11,32,52,52,,1,,,,
?? ??????? ??,1398/11/24,25,22,54,15,46,65,65,,1,,,,
?? ??????? ??,1398/11/25,24,18,64,15,45,64,64,,1,,,,
?? ??????? ??,1398/11/26,24,29,51,10,43,51,51,,1,,,,
?? ??????? ??,1398/11/27,22,19,53,14,59,55,59,,1,,,,
?? ??????? ??,1398/11/28,22,13,63,17,63,74,74,,1,,,,
?? ??????? ??,1398/11/29,38,11,82,16,71,109,109,,,1,,,
?? ??????? ??,1398/11/30,32,18,82,21,81,121,121,,,1,,,
?? ??????? ??,1398/12/01,26,12,59,14,59,80,80,,1,,,,
?? ??????? ??,1398/12/02,32,7,62,11,41,81,81,,1,,,,
?? ??????? ??,1398/12/03,31,23,74,13,51,89,89,,1,,,,
?? ??????? ??,1398/12/04,33,26,73,14,56,98,98,,1,,,,
?? ??????? ??,1398/12/05,36,30,77,11,58,79,79,,1,,,,
?? ??????? ??,1398/12/06,22,20,58,11,50,80,80,,1,,,,
?? ??????? ??,1398/12/07,26,9,49,8,12,30,30,1,,,,,
?? ??????? ??,1398/12/08,27,10,64,11,44,71,71,,1,,,,
?? ??????? ??,1398/12/09,36,19,80,15,74,116,116,,,1,,,
?? ??????? ??,1398/12/10,34,29,85,17,69,121,121,,,1,,,
?? ??????? ??,1398/12/11,29,31,86,21,81,136,136,,,1,,,
?? ??????? ??,1398/12/12,19,29,62,14,59,82,82,,1,,,,
?? ??????? ??,1398/12/13,18,30,43,8,24,43,43,1,,,,,
?? ??????? ??,1398/12/14,29,21,70,13,42,61,61,,1,,,,
?? ??????? ??,1398/12/15,29,24,75,14,49,81,81,,1,,,,
?? ??????? ??,1398/12/16,31,35,75,24,64,108,108,,,1,,,
?? ??????? ??,1398/12/17,29,44,85,13,58,100,100,,1,,,,
?? ??????? ??,1398/12/18,19,23,55,16,45,60,60,,1,,,,
?? ??????? ??,1398/12/19,25,28,63,15,51,70,70,,1,,,,
?? ??????? ??,1398/12/20,28,26,71,14,50,72,72,,1,,,,
?? ??????? ??,1398/12/21,31,26,73,13,48,66,66,,1,,,,
?? ??????? ??,1398/12/22,35,32,94,25,69,110,110,,,1,,,
?? ??????? ??,1398/12/23,28,31,79,14,59,86,86,,1,,,,
?? ??????? ??,1398/12/24,19,45,63,18,52,73,73,,1,,,,
?? ??????? ??,1398/12/25,21,25,58,11,59,63,63,,1,,,,
?? ??????? ??,1398/12/26,23,31,58,13,56,80,80,,1,,,,
?? ??????? ??,1398/12/27,20,35,57,9,42,64,64,,1,,,,
?? ??????? ??,1398/12/28,19,34,51,12,49,73,73,,1,,,,
?? ??????? ??,1398/12/29,19,27,41,19,53,68,68,,1,,,,
?? ??????? ??,1399/01/01,24,34,51,10,40,62,62,,1,,,,
?? ??????? ??,1399/01/02,22,40,47,8,26,44,47,1,,,,,
?? ??????? ??,1399/01/03,14,39,34,8,32,50,50,1,,,,,
?? ??????? ??,1399/01/04,16,30,34,13,23,48,48,1,,,,,
?? ??????? ??,1399/01/05,19,27,39,8,17,37,39,1,,,,,
?? ??????? ??,1399/01/06,19,31,39,16,26,57,57,,1,,,,
?? ??????? ??,1399/01/07,17,37,38,17,32,70,70,,1,,,,
?? ??????? ??,1399/01/08,16,33,37,15,25,49,49,1,,,,,
?? ??????? ??,1399/01/09,22,38,49,13,36,61,61,,1,,,,
?? ??????? ??,1399/01/10,15,39,36,11,32,49,49,1,,,,,
?? ??????? ??,1399/01/11,24,24,45,9,27,58,58,,1,,,,
?? ??????? ??,1399/01/12,14,41,28,6,15,32,41,1,,,,,
?? ??????? ??,1399/01/13,18,39,38,11,17,36,39,1,,,,,
?? ??????? ??,1399/01/14,18,38,34,12,24,49,49,1,,,,,
?? ??????? ??,1399/01/15,27,36,51,11,62,84,84,,1,,,,
?? ??????? ??,1399/01/16,23,41,49,10,47,66,66,,1,,,,
?? ??????? ??,1399/01/17,15,35,38,8,27,48,48,1,,,,,
?? ??????? ??,1399/01/18,22,36,47,14,30,46,47,1,,,,,
?? ??????? ??,1399/01/19,25,35,71,18,51,77,77,,1,,,,
?? ??????? ??,1399/01/20,25,20,47,9,20,48,48,1,,,,,
?? ??????? ??,1399/01/21,19,24,39,8,20,48,48,1,,,,,
?? ??????? ??,1399/01/22,23,11,42,9,16,44,44,1,,,,,
?? ??????? ??,1399/01/23,23,11,43,9,29,67,67,,1,,,,
?? ??????? ??,1399/01/24,27,27,63,11,37,63,63,,1,,,,
?? ??????? ??,1399/01/25,17,41,55,10,25,43,55,,1,,,,
?? ??????? ??,1399/01/26,17,35,44,17,34,56,56,,1,,,,
?? ??????? ??,1399/01/27,20,40,56,15,44,74,74,,1,,,,
?? ??????? ??,1399/01/28,23,42,62,16,46,78,78,,1,,,,
?? ??????? ??,1399/01/29,23,50,64,12,41,64,64,,1,,,,
?? ??????? ??,1399/01/30,26,49,63,15,29,48,63,,1,,,,
?? ??????? ??,1399/01/31,22,46,64,17,31,59,64,,1,,,,
?? ??????? ??,1399/02/01,25,51,72,11,41,67,72,,1,,,,
?? ??????? ??,1399/02/02,23,77,72,19,45,72,77,,1,,,,
?? ??????? ??,1399/02/03,28,45,69,14,45,62,69,,1,,,,
?? ??????? ??,1399/02/04,24,37,53,18,57,74,74,,1,,,,
?? ??????? ??,1399/02/05,22,32,49,14,42,64,64,,1,,,,
?? ??????? ??,1399/02/06,31,38,66,18,65,79,79,,1,,,,
?? ??????? ??,1399/02/07,22,32,54,18,62,81,81,,1,,,,
?? ??????? ??,1399/02/08,24,17,51,10,52,74,74,,1,,,,
?? ??????? ??,1399/02/09,22,38,59,13,35,52,59,,1,,,,
?? ??????? ??,1399/02/10,22,35,58,11,30,51,58,,1,,,,
?? ??????? ??,1399/02/11,17,40,46,12,36,55,55,,1,,,,
?? ??????? ??,1399/02/12,25,34,55,14,33,56,56,,1,,,,
?? ??????? ??,1399/02/13,29,40,64,12,37,58,64,,1,,,,
?? ??????? ??,1399/02/14,17,36,49,10,37,53,53,,1,,,,
?? ??????? ??,1399/02/15,30,32,70,15,45,69,70,,1,,,,
?? ??????? ??,1399/02/16,28,39,62,14,47,61,62,,1,,,,
?? ??????? ??,1399/02/17,24,43,60,15,76,88,88,,1,,,,
?? ??????? ??,1399/02/18,17,34,45,10,79,89,89,,1,,,,
?? ??????? ??,1399/02/19,14,39,36,7,28,43,43,1,,,,,
?? ??????? ??,1399/02/20,25,48,60,12,37,57,60,,1,,,,
?? ??????? ??,1399/02/21,17,84,65,14,43,60,84,,1,,,,
?? ??????? ??,1399/02/22,17,41,50,13,84,91,91,,1,,,,
?? ??????? ??,1399/02/23,17,41,49,9,57,64,64,,1,,,,
?? ??????? ??,1399/02/24,19,34,49,13,45,52,52,,1,,,,
?? ??????? ??,1399/02/25,23,40,63,22,41,59,63,,1,,,,
?? ??????? ??,1399/02/26,19,55,50,20,42,58,58,,1,,,,
?? ??????? ??,1399/02/27,23,83,65,16,44,68,83,,1,,,,
?? ??????? ??,1399/02/28,29,56,71,26,55,79,79,,1,,,,
?? ??????? ??,1399/02/29,21,74,56,21,57,80,80,,1,,,,
?? ??????? ??,1399/02/30,28,63,74,24,72,98,98,,1,,,,
?? ??????? ??,1399/02/31,16,44,45,12,47,70,70,,1,,,,
?? ??????? ??,1399/03/01,23,31,61,17,44,78,78,,1,,,,
?? ??????? ??,1399/03/02,32,149,95,17,65,130,149,,,1,,,
?? ??????? ??,1399/03/03,26,150,85,19,57,90,150,,,1,,,
?? ??????? ??,1399/03/04,22,46,62,17,53,75,75,,1,,,,
?? ??????? ??,1399/03/05,14,59,47,12,53,70,70,,1,,,,
?? ??????? ??,1399/03/06,19,49,58,15,55,73,73,,1,,,,
?? ??????? ??,1399/03/07,21,51,57,15,65,85,85,,1,,,,
?? ??????? ??,1399/03/08,18,56,61,16,53,73,73,,1,,,,
?? ??????? ??,1399/03/09,18,64,59,17,47,68,68,,1,,,,
?? ??????? ??,1399/03/10,26,59,75,13,47,66,75,,1,,,,
?? ??????? ??,1399/03/11,26,54,71,14,57,75,75,,1,,,,
?? ??????? ??,1399/03/12,33,43,84,22,52,75,84,,1,,,,
?? ??????? ??,1399/03/13,32,48,83,26,43,61,83,,1,,,,
?? ??????? ??,1399/03/14,24,40,64,17,65,88,88,,1,,,,
?? ??????? ??,1399/03/15,19,55,48,12,57,76,76,,1,,,,
?? ??????? ??,1399/03/16,28,55,64,12,49,70,70,,1,,,,
?? ??????? ??,1399/03/17,25,43,70,12,46,64,70,,1,,,,
?? ??????? ??,1399/03/18,18,47,60,14,62,73,73,,1,,,,
?? ??????? ??,1399/03/19,18,79,67,17,59,74,79,,1,,,,
?? ??????? ??,1399/03/20,22,105,84,21,70,88,105,,,1,,,
?? ??????? ??,1399/03/21,22,47,74,17,53,73,74,,1,,,,
?? ??????? ??,1399/03/22,18,58,70,14,49,67,70,,1,,,,
?? ??????? ??,1399/03/23,23,92,76,20,48,64,92,,1,,,,
?? ??????? ??,1399/03/24,31,62,84,16,52,74,84,,1,,,,
?? ??????? ??,1399/03/25,31,79,88,19,53,77,88,,1,,,,
?? ??????? ??,1399/03/26,25,104,87,19,55,80,104,,,1,,,
?? ??????? ??,1399/03/27,24,113,84,15,63,82,113,,,1,,,
?? ??????? ??,1399/03/28,20,86,60,20,57,76,86,,1,,,,
?? ??????? ??,1399/03/29,18,111,78,19,61,82,111,,,1,,,
?? ??????? ??,1399/03/30,30,63,71,19,60,81,81,,1,,,,
?? ??????? ??,1399/03/31,30,56,78,18,61,80,80,,1,,,,
?? ??????? ??,1399/04/01,22,68,80,16,61,73,80,,1,,,,
?? ??????? ??,1399/04/02,19,57,68,14,59,72,72,,1,,,,
?? ??????? ??,1399/04/03,18,84,63,14,58,76,84,,1,,,,
?? ??????? ??,1399/04/04,29,135,97,30,63,101,135,,,1,,,
?? ??????? ??,1399/04/05,33,141,94,21,63,95,141,,,1,,,
?? ??????? ??,1399/04/06,32,113,97,15,70,98,113,,,1,,,
?? ??????? ??,1399/04/07,22,132,66,11,72,88,132,,,1,,,
?? ??????? ??,1399/04/08,20,110,80,19,71,94,110,,,1,,,
?? ??????? ??,1399/04/09,24,53,63,18,70,91,91,,1,,,,
?? ??????? ??,1399/04/10,22,85,67,16,72,92,92,,1,,,,
?? ??????? ??,1399/04/11,28,149,96,28,67,104,149,,,1,,,
?? ??????? ??,1399/04/12,21,97,73,14,66,90,97,,1,,,,
?? ??????? ??,1399/04/13,27,116,82,13,89,115,116,,,1,,,
?? ??????? ??,1399/04/14,26,105,81,15,80,106,106,,,1,,,
?? ??????? ??,1399/04/15,20,139,81,24,78,113,139,,,1,,,
?? ??????? ??,1399/04/16,17,69,60,17,61,86,86,,1,,,,
?? ??????? ??,1399/04/17,21,77,79,25,57,84,84,,1,,,,
?? ??????? ??,1399/04/18,24,119,89,18,55,82,119,,,1,,,
?? ??????? ??,1399/04/19,25,115,90,14,55,83,115,,,1,,,
?? ??????? ??,1399/04/20,23,131,72,12,58,90,131,,,1,,,
?? ??????? ??,1399/04/21,24,133,69,17,56,82,133,,,1,,,
?? ??????? ??,1399/04/22,18,54,58,19,59,78,78,,1,,,,
?? ??????? ??,1399/04/23,18,48,58,14,50,76,76,,1,,,,
?? ??????? ??,1399/04/24,16,73,62,13,60,72,73,,1,,,,
?? ??????? ??,1399/04/25,19,119,82,14,52,76,119,,,1,,,
?? ??????? ??,1399/04/26,20,122,69,14,50,77,122,,,1,,,
?? ??????? ??,1399/04/27,19,122,65,17,51,77,122,,,1,,,
?? ??????? ??,1399/04/28,26,129,79,18,46,76,129,,,1,,,
?? ??????? ??,1399/04/29,26,161,96,19,49,77,161,,,,1,,
?? ??????? ??,1399/04/30,31,142,100,24,54,82,142,,,1,,,
?? ??????? ??,1399/04/31,28,114,95,23,53,77,114,,,1,,,
?? ??????? ??,1399/05/01,29,151,95,17,53,78,151,,,,1,,
?? ??????? ??,1399/05/02,30,103,92,14,47,69,103,,,1,,,
?? ??????? ??,1399/05/03,24,118,87,14,58,80,118,,,1,,,
?? ??????? ??,1399/05/04,17,88,66,10,56,77,88,,1,,,,
