????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???
?? ??????? ??,1397/07/27,33,31,55,14,56,77,77,,1,,,,
?? ??????? ??,1397/07/28,33,38,55,11,54,72,72,,1,,,,
?? ??????? ??,1397/07/29,38,28,68,17,64,81,81,,1,,,,
?? ??????? ??,1397/07/30,33,29,57,12,57,81,81,,1,,,,
?? ??????? ??,1397/08/01,31,24,59,12,58,90,90,,1,,,,
?? ??????? ??,1397/08/02,32,27,62,10,55,69,69,,1,,,,
?? ??????? ??,1397/08/03,21,25,45,10,57,65,65,,1,,,,
?? ??????? ??,1397/08/04,49,25,51,13,71,84,84,,1,,,,
?? ??????? ??,1397/08/05,23,22,44,10,30,45,45,1,,,,,
?? ??????? ??,1397/08/06,20,26,43,11,44,50,50,1,,,,,
?? ??????? ??,1397/08/07,26,15,40,10,45,69,69,,1,,,,
?? ??????? ??,1397/08/08,22,19,44,11,53,81,81,,1,,,,
?? ??????? ??,1397/08/09,27,29,62,10,49,77,77,,1,,,,
?? ??????? ??,1397/08/10,31,26,50,12,48,61,61,,1,,,,
?? ??????? ??,1397/08/11,20,28,47,11,44,57,57,,1,,,,
?? ??????? ??,1397/08/12,22,31,46,13,40,50,50,1,,,,,
?? ??????? ??,1397/08/13,26,23,52,13,44,55,55,,1,,,,
?? ??????? ??,1397/08/14,33,22,57,13,51,62,62,,1,,,,
?? ??????? ??,1397/08/15,41,20,63,16,59,76,76,,1,,,,
?? ??????? ??,1397/08/16,23,21,51,9,34,59,59,,1,,,,
?? ??????? ??,1397/08/17,27,17,52,12,42,69,69,,1,,,,
?? ??????? ??,1397/08/18,26,22,61,13,47,84,84,,1,,,,
?? ??????? ??,1397/08/19,32,25,72,13,52,92,92,,1,,,,
?? ??????? ??,1397/08/20,31,27,57,10,58,105,105,,,1,,,
?? ??????? ??,1397/08/21,32,19,52,10,40,79,79,,1,,,,
?? ??????? ??,1397/08/22,28,13,53,10,23,47,47,1,,,,,
?? ??????? ??,1397/08/23,23,13,49,11,33,64,64,,1,,,,
?? ??????? ??,1397/08/24,19,27,40,7,26,54,54,,1,,,,
?? ??????? ??,1397/08/25,26,15,44,8,44,85,85,,1,,,,
?? ??????? ??,1397/08/26,42,10,73,11,51,98,98,,1,,,,
?? ??????? ??,1397/08/27,44,17,81,14,55,84,84,,1,,,,
?? ??????? ??,1397/08/28,43,23,77,13,65,111,111,,,1,,,
?? ??????? ??,1397/08/29,38,23,76,13,70,111,111,,,1,,,
?? ??????? ??,1397/08/30,39,24,77,15,72,120,120,,,1,,,
?? ??????? ??,1397/09/01,41,19,72,15,67,102,102,,,1,,,
?? ??????? ??,1397/09/02,34,22,50,9,46,66,66,,1,,,,
?? ??????? ??,1397/09/03,20,16,48,10,30,52,52,,1,,,,
?? ??????? ??,1397/09/04,24,13,48,8,32,54,54,,1,,,,
?? ??????? ??,1397/09/05,20,11,36,8,28,56,56,,1,,,,
?? ??????? ??,1397/09/06,26,17,51,9,33,51,51,,1,,,,
?? ??????? ??,1397/09/07,39,18,73,13,56,87,87,,1,,,,
?? ??????? ??,1397/09/08,40,14,84,14,66,110,110,,,1,,,
?? ??????? ??,1397/09/09,38,16,76,12,80,134,134,,,1,,,
?? ??????? ??,1397/09/10,26,22,59,12,64,103,103,,,1,,,
?? ??????? ??,1397/09/11,29,21,63,12,61,92,92,,1,,,,
?? ??????? ??,1397/09/12,43,22,80,13,65,98,98,,1,,,,
?? ??????? ??,1397/09/13,43,19,88,14,80,126,126,,,1,,,
?? ??????? ??,1397/09/14,39,23,81,15,90,139,139,,,1,,,
?? ??????? ??,1397/09/15,39,21,78,15,92,140,140,,,1,,,
?? ??????? ??,1397/09/16,24,18,63,8,52,79,79,,1,,,,
?? ??????? ??,1397/09/17,22,25,56,9,33,40,40,1,,,,,
?? ??????? ??,1397/09/18,27,19,65,9,41,52,52,,1,,,,
?? ??????? ??,1397/09/19,26,21,67,10,42,57,57,,1,,,,
?? ??????? ??,1397/09/20,30,21,60,11,51,73,73,,1,,,,
?? ??????? ??,1397/09/21,46,17,86,13,68,97,97,,1,,,,
?? ??????? ??,1397/09/22,50,15,84,15,60,77,77,,1,,,,
?? ??????? ??,1397/09/23,55,19,82,16,62,102,102,,,1,,,
?? ??????? ??,1397/09/24,41,20,70,12,56,80,80,,1,,,,
?? ??????? ??,1397/09/25,36,16,78,14,73,96,96,,1,,,,
?? ??????? ??,1397/09/26,45,20,93,18,78,116,116,,,1,,,
?? ??????? ??,1397/09/27,25,21,75,19,68,103,103,,,1,,,
?? ??????? ??,1397/09/28,37,13,72,11,40,63,63,,1,,,,
?? ??????? ??,1397/09/29,34,17,67,15,69,109,109,,,1,,,
?? ??????? ??,1397/09/30,23,21,56,11,42,69,69,,1,,,,
?? ??????? ??,1397/10/01,25,24,50,11,43,68,68,,1,,,,
?? ??????? ??,1397/10/02,31,13,59,11,52,79,79,,1,,,,
?? ??????? ??,1397/10/03,33,18,67,12,57,90,90,,1,,,,
?? ??????? ??,1397/10/04,28,22,69,16,61,98,98,,1,,,,
?? ??????? ??,1397/10/05,47,18,91,14,63,93,93,,1,,,,
?? ??????? ??,1397/10/06,55,14,86,18,87,127,127,,,1,,,
?? ??????? ??,1397/10/07,31,12,77,13,73,107,107,,,1,,,
?? ??????? ??,1397/10/08,27,21,65,9,38,50,50,1,,,,,
?? ??????? ??,1397/10/09,32,24,57,10,36,46,46,1,,,,,
?? ??????? ??,1397/10/10,37,18,74,22,64,91,91,,1,,,,
?? ??????? ??,1397/10/11,29,21,73,13,56,81,81,,1,,,,
?? ??????? ??,1397/10/12,40,20,77,14,56,74,74,,1,,,,
?? ??????? ??,1397/10/13,33,9,88,16,70,113,113,,,1,,,
?? ??????? ??,1397/10/14,39,12,70,12,37,73,73,,1,,,,
?? ??????? ??,1397/10/15,41,21,77,13,58,89,89,,1,,,,
?? ??????? ??,1397/10/16,32,16,78,17,78,126,126,,,1,,,
?? ??????? ??,1397/10/17,38,20,80,16,73,118,118,,,1,,,
?? ??????? ??,1397/10/18,29,26,72,10,74,79,79,,1,,,,
?? ??????? ??,1397/10/19,30,23,72,14,77,97,97,,1,,,,
?? ??????? ??,1397/10/20,24,27,61,12,58,64,64,,1,,,,
?? ??????? ??,1397/10/21,30,19,57,13,48,59,59,,1,,,,
?? ??????? ??,1397/10/22,34,21,60,14,59,81,81,,1,,,,
?? ??????? ??,1397/10/23,41,21,83,15,69,100,100,,1,,,,
?? ??????? ??,1397/10/24,34,10,76,16,67,105,105,,,1,,,
?? ??????? ??,1397/10/25,40,17,71,17,65,109,109,,,1,,,
?? ??????? ??,1397/10/26,40,30,79,13,50,62,62,,1,,,,
?? ??????? ??,1397/10/27,25,21,65,16,53,72,72,,1,,,,
?? ??????? ??,1397/10/28,26,23,50,10,27,42,42,1,,,,,
?? ??????? ??,1397/10/29,26,34,55,10,49,56,56,,1,,,,
?? ??????? ??,1397/10/30,33,17,69,15,61,88,88,,1,,,,
?? ??????? ??,1397/11/01,35,17,77,18,75,124,124,,,1,,,
?? ??????? ??,1397/11/02,39,21,76,17,71,112,112,,,1,,,
?? ??????? ??,1397/11/03,37,20,84,17,74,107,107,,,1,,,
?? ??????? ??,1397/11/04,35,25,71,17,79,128,128,,,1,,,
?? ??????? ??,1397/11/05,38,24,66,14,72,108,108,,,1,,,
?? ??????? ??,1397/11/06,31,22,73,13,69,86,86,,1,,,,
?? ??????? ??,1397/11/07,40,24,76,14,100,115,115,,,1,,,
?? ??????? ??,1397/11/08,26,20,71,13,87,107,107,,,1,,,
?? ??????? ??,1397/11/09,34,20,64,12,52,66,66,,1,,,,
?? ??????? ??,1397/11/10,29,26,69,11,33,42,42,1,,,,,
?? ??????? ??,1397/11/11,40,22,76,14,62,84,84,,1,,,,
?? ??????? ??,1397/11/12,21,26,90,6,56,73,73,,1,,,,
?? ??????? ??,1397/11/13,33,34,73,12,47,46,47,1,,,,,
?? ??????? ??,1397/11/14,27,22,69,11,47,50,50,1,,,,,
?? ??????? ??,1397/11/15,30,21,62,11,42,56,56,,1,,,,
?? ??????? ??,1397/11/16,27,24,65,12,40,50,50,1,,,,,
?? ??????? ??,1397/11/17,33,28,81,15,58,82,82,,1,,,,
?? ??????? ??,1397/11/18,41,22,84,16,70,99,99,,1,,,,
?? ??????? ??,1397/11/19,40,18,84,21,90,136,136,,,1,,,
?? ??????? ??,1397/11/20,39,22,81,20,85,139,139,,,1,,,
?? ??????? ??,1397/11/21,31,24,76,14,56,96,96,,1,,,,
?? ??????? ??,1397/11/22,26,30,61,11,39,61,61,,1,,,,
?? ??????? ??,1397/11/23,27,18,61,11,26,47,47,1,,,,,
?? ??????? ??,1397/11/24,30,22,73,14,43,54,54,,1,,,,
?? ??????? ??,1397/11/25,33,26,77,12,60,87,87,,1,,,,
?? ??????? ??,1397/11/26,33,28,75,19,63,116,116,,,1,,,
?? ??????? ??,1397/11/27,21,33,63,7,45,64,64,,1,,,,
?? ??????? ??,1397/11/28,21,32,54,10,27,33,33,1,,,,,
?? ??????? ??,1397/11/29,25,30,70,12,34,45,45,1,,,,,
?? ??????? ??,1397/11/30,22,29,58,12,38,54,54,,1,,,,
?? ??????? ??,1397/12/01,25,25,64,13,44,61,61,,1,,,,
?? ??????? ??,1397/12/02,26,27,70,14,55,80,80,,1,,,,
?? ??????? ??,1397/12/03,26,29,67,15,52,73,73,,1,,,,
?? ??????? ??,1397/12/04,32,34,73,12,44,64,64,,1,,,,
?? ??????? ??,1397/12/05,28,30,71,12,44,61,61,,1,,,,
?? ??????? ??,1397/12/06,20,32,61,14,49,76,76,,1,,,,
?? ??????? ??,1397/12/07,28,27,67,18,54,90,90,,1,,,,
?? ??????? ??,1397/12/08,32,31,65,15,57,71,71,,1,,,,
?? ??????? ??,1397/12/09,28,26,60,12,52,77,77,,1,,,,
?? ??????? ??,1397/12/10,25,31,58,10,35,47,47,1,,,,,
?? ??????? ??,1397/12/11,22,27,58,12,37,49,49,1,,,,,
?? ??????? ??,1397/12/12,24,25,64,14,39,56,56,,1,,,,
?? ??????? ??,1397/12/13,29,23,70,15,49,67,67,,1,,,,
?? ??????? ??,1397/12/14,23,34,65,14,43,58,58,,1,,,,
?? ??????? ??,1397/12/15,29,31,75,16,52,73,73,,1,,,,
?? ??????? ??,1397/12/16,26,36,71,16,51,68,68,,1,,,,
?? ??????? ??,1397/12/17,21,36,64,13,41,60,60,,1,,,,
?? ??????? ??,1397/12/18,19,38,48,11,32,37,38,1,,,,,
?? ??????? ??,1397/12/19,25,27,69,16,54,83,83,,1,,,,
?? ??????? ??,1397/12/20,27,35,80,21,59,91,91,,1,,,,
?? ??????? ??,1397/12/21,33,34,88,16,61,93,93,,1,,,,
?? ??????? ??,1397/12/22,29,40,85,17,55,82,82,,1,,,,
?? ??????? ??,1397/12/23,39,36,92,18,61,79,79,,1,,,,
?? ??????? ??,1397/12/24,18,36,67,12,51,57,57,,1,,,,
?? ??????? ??,1397/12/25,30,36,72,12,44,58,58,,1,,,,
?? ??????? ??,1397/12/26,35,33,71,13,68,81,81,,1,,,,
?? ??????? ??,1397/12/27,21,32,59,15,38,54,54,,1,,,,
?? ??????? ??,1397/12/28,28,31,70,13,36,51,51,,1,,,,
?? ??????? ??,1397/12/29,23,36,63,12,55,98,98,,1,,,,
?? ??????? ??,1398/01/01,21,32,52,12,27,45,45,1,,,,,
?? ??????? ??,1398/01/02,19,32,47,10,21,37,37,1,,,,,
?? ??????? ??,1398/01/03,22,36,67,12,37,63,63,,1,,,,
?? ??????? ??,1398/01/04,15,37,54,12,24,37,37,1,,,,,
?? ??????? ??,1398/01/05,13,33,41,10,28,42,42,1,,,,,
?? ??????? ??,1398/01/06,22,19,55,10,21,38,38,1,,,,,
?? ??????? ??,1398/01/07,32,26,57,11,20,33,33,1,,,,,
?? ??????? ??,1398/01/08,16,36,53,10,17,26,36,1,,,,,
?? ??????? ??,1398/01/09,17,34,46,10,21,36,36,1,,,,,
?? ??????? ??,1398/01/10,15,37,45,10,18,31,37,1,,,,,
?? ??????? ??,1398/01/11,18,34,48,11,26,38,38,1,,,,,
?? ??????? ??,1398/01/12,19,32,41,10,21,31,32,1,,,,,
?? ??????? ??,1398/01/13,25,33,43,11,31,40,40,1,,,,,
?? ??????? ??,1398/01/14,22,35,48,10,22,31,35,1,,,,,
?? ??????? ??,1398/01/15,23,35,52,12,30,36,36,1,,,,,
?? ??????? ??,1398/01/16,28,41,56,11,43,54,54,,1,,,,
?? ??????? ??,1398/01/17,24,42,63,11,49,59,59,,1,,,,
?? ??????? ??,1398/01/18,25,33,50,11,37,42,42,1,,,,,
?? ??????? ??,1398/01/19,25,29,61,12,35,48,48,1,,,,,
?? ??????? ??,1398/01/20,20,30,60,10,35,44,44,1,,,,,
?? ??????? ??,1398/01/21,20,38,59,9,36,49,49,1,,,,,
?? ??????? ??,1398/01/22,28,39,62,11,44,54,54,,1,,,,
?? ??????? ??,1398/01/23,23,37,56,10,44,53,53,,1,,,,
?? ??????? ??,1398/01/24,24,43,59,10,30,41,43,1,,,,,
?? ??????? ??,1398/01/25,22,36,66,10,36,44,44,1,,,,,
?? ??????? ??,1398/01/26,28,44,67,11,36,45,45,1,,,,,
?? ??????? ??,1398/01/27,28,34,64,12,55,61,61,,1,,,,
?? ??????? ??,1398/01/28,26,34,68,12,58,68,68,,1,,,,
?? ??????? ??,1398/01/29,24,36,55,12,68,79,79,,1,,,,
?? ??????? ??,1398/01/30,21,35,59,10,48,64,64,,1,,,,
?? ??????? ??,1398/01/31,32,39,70,11,42,57,57,,1,,,,
?? ??????? ??,1398/02/01,21,39,52,10,36,43,43,1,,,,,
?? ??????? ??,1398/02/02,21,52,67,11,36,43,52,,1,,,,
?? ??????? ??,1398/02/03,21,35,61,11,41,51,51,,1,,,,
?? ??????? ??,1398/02/04,19,30,53,11,36,49,49,1,,,,,
?? ??????? ??,1398/02/05,17,33,59,12,37,54,54,,1,,,,
?? ??????? ??,1398/02/06,19,39,63,13,41,54,54,,1,,,,
?? ??????? ??,1398/02/07,21,43,67,12,34,51,51,,1,,,,
?? ??????? ??,1398/02/08,22,47,73,12,38,52,52,,1,,,,
?? ??????? ??,1398/02/09,22,39,68,11,42,55,55,,1,,,,
?? ??????? ??,1398/02/10,29,51,71,12,53,71,71,,1,,,,
?? ??????? ??,1398/02/11,29,43,65,11,38,54,54,,1,,,,
?? ??????? ??,1398/02/12,34,68,87,14,54,80,80,,1,,,,
?? ??????? ??,1398/02/13,26,55,66,12,69,91,91,,1,,,,
?? ??????? ??,1398/02/14,27,36,54,11,73,87,87,,1,,,,
?? ??????? ??,1398/02/15,24,38,66,9,59,75,75,,1,,,,
?? ??????? ??,1398/02/16,28,44,77,13,64,83,83,,1,,,,
?? ??????? ??,1398/02/17,26,50,72,10,42,52,52,,1,,,,
?? ??????? ??,1398/02/18,18,42,61,8,68,77,77,,1,,,,
?? ??????? ??,1398/02/19,21,42,64,10,52,61,61,,1,,,,
?? ??????? ??,1398/02/20,12,44,51,4,55,59,59,,1,,,,
?? ??????? ??,1398/02/21,22,42,60,8,48,55,55,,1,,,,
?? ??????? ??,1398/02/22,26,40,68,10,46,54,54,,1,,,,
?? ??????? ??,1398/02/23,25,43,71,9,35,44,44,1,,,,,
?? ??????? ??,1398/02/24,20,47,60,9,44,47,47,1,,,,,
?? ??????? ??,1398/02/25,19,54,66,9,46,49,54,,1,,,,
?? ??????? ??,1398/02/26,17,52,56,8,40,42,52,,1,,,,
?? ??????? ??,1398/02/27,19,51,55,6,41,46,51,,1,,,,
?? ??????? ??,1398/02/28,22,67,59,9,39,45,67,,1,,,,
?? ??????? ??,1398/02/29,23,58,77,11,48,53,58,,1,,,,
?? ??????? ??,1398/02/30,20,72,62,9,52,64,72,,1,,,,
?? ??????? ??,1398/02/31,21,50,72,10,61,72,72,,1,,,,
?? ??????? ??,1398/03/01,14,46,63,8,52,68,68,,1,,,,
?? ??????? ??,1398/03/02,15,48,62,9,36,55,55,,1,,,,
?? ??????? ??,1398/03/03,28,97,85,11,52,87,97,,1,,,,
?? ??????? ??,1398/03/04,26,67,56,10,54,75,75,,1,,,,
?? ??????? ??,1398/03/05,23,53,66,9,66,79,79,,1,,,,
?? ??????? ??,1398/03/06,26,35,58,9,57,70,70,,1,,,,
?? ??????? ??,1398/03/07,27,49,69,9,58,76,76,,1,,,,
?? ??????? ??,1398/03/08,23,62,73,10,54,68,68,,1,,,,
?? ??????? ??,1398/03/09,19,51,56,11,55,67,67,,1,,,,
?? ??????? ??,1398/03/10,14,69,50,11,52,57,69,,1,,,,
?? ??????? ??,1398/03/11,16,77,58,9,44,55,77,,1,,,,
?? ??????? ??,1398/03/12,17,79,65,11,47,62,79,,1,,,,
?? ??????? ??,1398/03/13,27,108,90,11,53,71,108,,,1,,,
?? ??????? ??,1398/03/14,26,111,102,11,50,70,111,,,1,,,
?? ??????? ??,1398/03/15,28,104,91,9,46,63,104,,,1,,,
?? ??????? ??,1398/03/16,20,92,65,8,35,53,92,,1,,,,
?? ??????? ??,1398/03/17,23,78,73,9,42,58,78,,1,,,,
?? ??????? ??,1398/03/18,22,61,76,9,45,64,64,,1,,,,
?? ??????? ??,1398/03/19,19,83,77,9,51,66,83,,1,,,,
?? ??????? ??,1398/03/20,21,65,63,10,65,79,79,,1,,,,
?? ??????? ??,1398/03/21,20,114,67,11,71,94,114,,,1,,,
?? ??????? ??,1398/03/22,19,112,72,11,61,78,112,,,1,,,
?? ??????? ??,1398/03/23,22,70,70,10,51,64,70,,1,,,,
?? ??????? ??,1398/03/24,28,56,75,10,50,68,68,,1,,,,
?? ??????? ??,1398/03/25,20,102,70,9,53,72,102,,,1,,,
?? ??????? ??,1398/03/26,28,69,77,8,51,68,69,,1,,,,
?? ??????? ??,1398/03/27,32,64,94,11,56,73,73,,1,,,,
?? ??????? ??,1398/03/28,35,70,83,10,56,74,74,,1,,,,
?? ??????? ??,1398/03/29,35,120,96,12,62,88,120,,,1,,,
?? ??????? ??,1398/03/30,27,96,74,10,70,90,96,,1,,,,
?? ??????? ??,1398/03/31,34,65,73,10,63,85,85,,1,,,,
?? ??????? ??,1398/04/01,31,70,77,9,72,92,92,,1,,,,
?? ??????? ??,1398/04/02,32,119,98,12,77,107,119,,,1,,,
?? ??????? ??,1398/04/03,33,106,87,10,67,89,106,,,1,,,
?? ??????? ??,1398/04/04,31,56,79,9,60,79,79,,1,,,,
?? ??????? ??,1398/04/05,29,73,80,11,61,83,83,,1,,,,
?? ??????? ??,1398/04/06,30,114,82,12,65,88,114,,,1,,,
?? ??????? ??,1398/04/07,28,64,69,10,56,76,76,,1,,,,
?? ??????? ??,1398/04/08,33,92,78,10,56,78,92,,1,,,,
?? ??????? ??,1398/04/09,36,110,92,12,69,105,110,,,1,,,
?? ??????? ??,1398/04/10,36,160,105,11,75,113,160,,,,1,,
?? ??????? ??,1398/04/11,23,127,73,8,94,103,127,,,1,,,
?? ??????? ??,1398/04/12,22,82,80,13,75,97,97,,1,,,,
?? ??????? ??,1398/04/13,27,104,67,11,82,102,104,,,1,,,
?? ??????? ??,1398/04/14,43,134,98,11,75,107,134,,,1,,,
?? ??????? ??,1398/04/15,36,131,88,10,70,102,131,,,1,,,
?? ??????? ??,1398/04/16,28,65,80,10,75,95,95,,1,,,,
?? ??????? ??,1398/04/17,27,75,79,10,77,98,98,,1,,,,
?? ??????? ??,1398/04/18,33,113,93,14,74,98,113,,,1,,,
?? ??????? ??,1398/04/19,24,126,82,12,78,96,126,,,1,,,
?? ??????? ??,1398/04/20,21,66,76,10,75,92,92,,1,,,,
?? ??????? ??,1398/04/21,23,84,60,10,66,82,84,,1,,,,
?? ??????? ??,1398/04/22,34,74,86,10,65,86,86,,1,,,,
?? ??????? ??,1398/04/23,38,122,94,9,66,90,122,,,1,,,
?? ??????? ??,1398/04/24,37,110,93,11,73,97,110,,,1,,,
?? ??????? ??,1398/04/25,25,60,70,9,67,81,81,,1,,,,
?? ??????? ??,1398/04/26,18,37,58,8,62,73,73,,1,,,,
?? ??????? ??,1398/04/27,24,42,67,9,59,73,73,,1,,,,
?? ??????? ??,1398/04/28,40,51,74,11,57,74,74,,1,,,,
?? ??????? ??,1398/04/29,34,74,87,12,55,71,74,,1,,,,
?? ??????? ??,1398/04/30,32,80,83,12,62,78,80,,1,,,,
?? ??????? ??,1398/04/31,23,48,74,9,60,72,72,,1,,,,
?? ??????? ??,1398/05/01,23,39,73,9,53,64,64,,1,,,,
?? ??????? ??,1398/05/02,25,78,83,12,53,70,78,,1,,,,
?? ??????? ??,1398/05/03,36,76,92,12,60,79,79,,1,,,,
?? ??????? ??,1398/05/04,36,84,93,14,60,84,84,,1,,,,
