????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???
?? ??????? ??,1398/05/05,33,77,75,16,61,82,82,,1,,,,
?? ??????? ??,1398/05/06,20,39,60,10,56,66,66,,1,,,,
?? ??????? ??,1398/05/07,28,45,76,11,74,90,90,,1,,,,
?? ??????? ??,1398/05/08,31,85,91,11,60,81,85,,1,,,,
?? ??????? ??,1398/05/09,33,97,94,11,60,74,97,,1,,,,
?? ??????? ??,1398/05/10,35,149,100,11,64,85,149,,,1,,,
?? ??????? ??,1398/05/11,37,140,96,11,59,80,140,,,1,,,
?? ??????? ??,1398/05/12,23,50,78,9,60,66,66,,1,,,,
?? ??????? ??,1398/05/13,29,57,85,9,77,91,91,,1,,,,
?? ??????? ??,1398/05/14,35,125,98,11,74,94,125,,,1,,,
?? ??????? ??,1398/05/15,36,139,102,12,83,106,139,,,1,,,
?? ??????? ??,1398/05/16,29,101,86,11,79,93,101,,,1,,,
?? ??????? ??,1398/05/17,32,76,74,11,77,99,99,,1,,,,
?? ??????? ??,1398/05/18,26,55,62,10,73,87,87,,1,,,,
?? ??????? ??,1398/05/19,,,,,,,,,,,,,
??? ??,-,,,,,,,,45,262,57,1,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
????? ?????? ????? ?? ???? ???????,,,,,,,,,,,,,,
???????,????? ?????? ?????? ???????,CO,O3,NO2,SO2,PM10,PM2.5,AQI,,,,,,
?? ??????? ??,365,0,26,3,0,1,41,58,,,,,,
