????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???
???????,?????,CO,O3,NO2,SO2,PM10,PM2.5,AQI,???,???? ????,??????  ???? ???? ????,??????,????? ??????,??????
?? ??????? ??,1400/03/09,26,57,73,14,41,65,73,,1,,,,
?? ??????? ??,1400/03/10,32,80,83,20,49,67,83,,1,,,,
?? ??????? ??,1400/03/11,26,59,78,14,45,58,78,,1,,,,
?? ??????? ??,1400/03/12,28,56,85,17,49,61,85,,1,,,,
?? ??????? ??,1400/03/13,30,55,76,18,57,75,76,,1,,,,
?? ??????? ??,1400/03/14,29,102,87,17,59,80,102,,,1,,,
?? ??????? ??,1400/03/15,21,60,54,14,42,59,60,,1,,,,
?? ??????? ??,1400/03/16,20,52,60,15,57,71,71,,1,,,,
?? ??????? ??,1400/03/17,23,56,66,16,60,73,73,,1,,,,
?? ??????? ??,1400/03/18,27,61,75,19,61,66,75,,1,,,,
?? ??????? ??,1400/03/19,28,103,87,20,55,69,103,,,1,,,
?? ??????? ??,1400/03/20,28,89,88,19,59,73,89,,1,,,,
?? ??????? ??,1400/03/21,26,78,67,17,55,69,78,,1,,,,
?? ??????? ??,1400/03/22,34,80,82,25,52,68,82,,1,,,,
?? ??????? ??,1400/03/23,32,137,95,23,69,95,137,,,1,,,
?? ??????? ??,1400/03/24,27,105,90,19,65,81,105,,,1,,,
?? ??????? ??,1400/03/25,24,91,80,13,70,83,91,,1,,,,
?? ??????? ??,1400/03/26,30,120,93,22,67,94,120,,,1,,,
?? ??????? ??,1400/03/27,17,97,69,28,61,82,97,,1,,,,
?? ??????? ??,1400/03/28,34,111,80,16,66,92,111,,,1,,,
?? ??????? ??,1400/03/29,22,75,68,16,61,76,76,,1,,,,
?? ??????? ??,1400/03/30,18,56,62,16,60,69,69,,1,,,,
?? ??????? ??,1400/03/31,27,56,67,15,61,81,81,,1,,,,
?? ??????? ??,1400/04/01,30,83,76,17,65,86,86,,1,,,,
?? ??????? ??,1400/04/02,29,101,90,16,59,77,101,,,1,,,
?? ??????? ??,1400/04/03,29,107,88,16,55,72,107,,,1,,,
?? ??????? ??,1400/04/04,27,92,82,19,54,75,92,,1,,,,
?? ??????? ??,1400/04/05,25,100,80,18,54,76,100,,1,,,,
?? ??????? ??,1400/04/06,25,92,75,14,56,73,92,,1,,,,
?? ??????? ??,1400/04/07,20,98,72,11,56,73,98,,1,,,,
?? ??????? ??,1400/04/08,24,71,73,15,54,70,73,,1,,,,
?? ??????? ??,1400/04/09,22,57,63,15,54,70,70,,1,,,,
?? ??????? ??,1400/04/10,19,98,64,19,60,82,98,,1,,,,
?? ??????? ??,1400/04/11,19,88,57,15,55,80,88,,1,,,,
?? ??????? ??,1400/04/12,26,65,71,16,56,80,80,,1,,,,
?? ??????? ??,1400/04/13,28,75,77,22,62,93,93,,1,,,,
?? ??????? ??,1400/04/14,31,68,88,18,60,86,88,,1,,,,
?? ??????? ??,1400/04/15,40,64,94,16,63,90,94,,1,,,,
?? ??????? ??,1400/04/16,36,98,99,17,66,99,99,,1,,,,
?? ??????? ??,1400/04/17,34,123,89,27,65,97,123,,,1,,,
?? ??????? ??,1400/04/18,28,162,83,14,88,113,162,,,,1,,
?? ??????? ??,1400/04/19,23,128,67,13,104,116,128,,,1,,,
?? ??????? ??,1400/04/20,27,73,72,17,124,138,138,,,1,,,
?? ??????? ??,1400/04/21,32,144,96,16,93,124,144,,,1,,,
?? ??????? ??,1400/04/22,26,131,86,16,94,122,131,,,1,,,
?? ??????? ??,1400/04/23,23,94,64,13,100,121,121,,,1,,,
?? ??????? ??,1400/04/24,21,77,63,14,96,111,111,,,1,,,
?? ??????? ??,1400/04/25,19,90,55,12,109,111,111,,,1,,,
?? ??????? ??,1400/04/26,20,88,57,17,76,95,95,,1,,,,
?? ??????? ??,1400/04/27,23,101,66,17,57,86,101,,,1,,,
?? ??????? ??,1400/04/28,18,91,63,16,54,80,91,,1,,,,
?? ??????? ??,1400/04/29,31,67,68,19,47,79,79,,1,,,,
?? ??????? ??,1400/04/30,28,132,88,18,50,76,132,,,1,,,
?? ??????? ??,1400/04/31,32,116,89,18,46,72,116,,,1,,,
?? ??????? ??,1400/05/01,31,91,82,17,50,76,91,,1,,,,
?? ??????? ??,1400/05/02,36,105,81,18,55,84,105,,,1,,,
?? ??????? ??,1400/05/03,29,71,65,20,60,85,85,,1,,,,
?? ??????? ??,1400/05/04,32,76,74,20,63,86,86,,1,,,,
?? ??????? ??,1400/05/05,30,142,79,16,57,79,142,,,1,,,
?? ??????? ??,1400/05/06,26,66,68,16,58,77,77,,1,,,,
?? ??????? ??,1400/05/07,22,63,52,14,94,98,98,,1,,,,
?? ??????? ??,1400/05/08,19,63,39,14,58,70,70,,1,,,,
?? ??????? ??,1400/05/09,19,56,56,15,53,70,70,,1,,,,
?? ??????? ??,1400/05/10,20,63,53,14,49,71,71,,1,,,,
?? ??????? ??,1400/05/11,19,76,53,13,59,73,76,,1,,,,
?? ??????? ??,1400/05/12,19,75,52,17,63,80,80,,1,,,,
?? ??????? ??,1400/05/13,23,69,65,20,49,70,70,,1,,,,
?? ??????? ??,1400/05/14,24,81,64,19,50,73,81,,1,,,,
?? ??????? ??,1400/05/15,22,114,72,21,50,70,114,,,1,,,
?? ??????? ??,1400/05/16,23,114,72,20,44,71,114,,,1,,,
?? ??????? ??,1400/05/17,31,59,63,16,51,67,67,,1,,,,
?? ??????? ??,1400/05/18,27,59,67,15,48,66,67,,1,,,,
?? ??????? ??,1400/05/19,25,64,72,14,51,66,72,,1,,,,
?? ??????? ??,1400/05/20,,,,,,,,,,,,,
??? ??,-,,,,,,,,4,246,102,15,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
????? ?????? ????? ?? ???? ???????,,,,,,,,,,,,,,
???????,????? ?????? ?????? ???????,CO,O3,NO2,SO2,PM10,PM2.5,AQI,,,,,,
?? ??????? ??,367,0,28,5,0,9,93,117,,,,,,
